companyName,industry,revenue,totalExpenses,accountsReceivable,accountsPayable,currentAssets,currentLiabilities,previousCashBalance,availableCash,monthlyExpenses,cashFlowStatus
Apex Holdings 961,manufacturing,312071.75,221004.48,64872.2,58446.63,333810.75,98607.61,332284.66,399346.03,230204.14,tight
Nexus Group 962,retail,211237.05,129208.28,29183.48,57533.41,216249.55,90329.17,102693.97,155556.34,132471.34,stable
Gamma Solutions 963,technology,336760.64,200673.16,94005.25,52061.85,437487.51,87057.36,212312.41,318625.36,198590.87,stable
Core Corp 964,technology,34425.61,21429.82,9754.92,6413.95,30644.37,9909.84,41011.3,58334.34,20484.65,critical
Prime Solutions 965,services,111788.21,70183.25,15067.75,20518.61,118479.21,32178.29,125374.44,163959.32,75196.49,stable
Nexus Inc 966,manufacturing,36964.55,24877.21,11835.97,6968.09,54418.43,11351.15,12219.43,23687.9,24510.7,stable
Prime Solutions 967,services,64477.46,39733.27,8309.18,16039.9,72670.09,30301.42,50118.25,62562.11,42135.29,stable
Core LLC 968,technology,28113.42,17288.95,8152.59,3398.71,26871.34,8341.95,10089.11,25049.17,18057.49,stable
Gamma Corp 969,manufacturing,39330.11,23393.38,11889.16,7492.88,45833.07,16542.54,44502.58,62360.31,24746.56,stable
Peak Tech 970,technology,45313.8,22058.15,13525.75,7402.29,56254.93,13677.83,31601.41,57303.38,20353.22,stable
Core Solutions 971,retail,122865.34,103182.9,12413.12,41826.88,156027.32,73522.38,83129.87,59782.29,102809.65,tight
Peak LLC 972,technology,147700.16,102751.86,34350.07,34191.71,241243.48,54343.51,80592.8,131353.69,98796.88,stable
Prime Inc 973,technology,97131.41,60788.01,28022.41,26625.52,130046.87,43958.94,78864.59,112097.22,58590.13,stable
Delta Holdings 974,services,18293.52,12250.38,2966.27,5042.87,24486.19,8060.45,7875.34,11820.13,11799.25,stable
Peak Tech 975,retail,46662.14,38940.9,7478.15,9915.21,34411.05,24824.08,47551.5,50296.58,38251.26,tight
Delta LLC 976,manufacturing,36258.06,27363.61,6523.82,11163.58,59259.97,21656.99,26906.72,29968.83,26972.66,tight
Gamma Tech 977,manufacturing,132065.17,82817.42,38384.98,36236.21,146045.65,52768.61,106948.57,159119.87,84593.56,stable
Zen LLC 978,retail,153667.72,136535.97,23937.97,31015.39,155215.03,72663.33,162384.41,147990.75,132174.78,critical
Vertex Holdings 979,manufacturing,153340.87,113917.57,39790.7,37941.69,150632.04,73204.18,71554.05,98129.14,109776.02,tight
Apex LLC 980,technology,42539.52,24210.64,15826.99,5678.39,40698.57,12714.82,19468.84,42103.79,23670.68,stable
Prime Corp 981,services,9000.0,4468.85,1602.99,1541.17,13213.41,2350.4,6108.49,10378.67,4602.21,stable
Gamma Tech 982,services,13109.21,7479.36,2146.1,1332.02,11853.33,3676.83,13207.73,19607.3,6881.22,stable
Gamma Inc 983,healthcare,224049.69,115680.28,72281.08,42831.36,247642.02,83293.01,79020.31,189139.17,120250.63,stable
Nexus Tech 984,manufacturing,47777.32,36118.4,11484.41,9966.73,44058.8,18501.74,48525.18,56889.41,35187.81,tight
Flux Corp 985,technology,42692.76,22358.81,12613.65,7293.27,75580.57,13523.28,32048.64,53546.92,22631.55,stable
Flux Inc 986,services,200539.74,116242.59,31778.55,18338.28,288676.94,39155.24,161552.23,250896.04,121106.59,stable
Alpha Tech 987,retail,164740.69,116680.95,8046.88,41845.57,243609.54,86496.13,133101.81,153230.12,116883.23,tight
Delta Holdings 988,technology,79373.77,45945.23,21585.98,13728.32,129671.1,21878.29,27824.53,73493.19,47026.97,stable
Beta Inc 989,retail,47347.89,32643.87,7954.03,11019.76,74539.22,17616.9,24847.88,34954.77,34837.23,stable
Nexus Holdings 990,healthcare,64643.35,41184.39,23065.58,10077.84,86353.63,19328.66,63335.47,93657.69,38086.44,stable
Vertex Inc 991,manufacturing,78987.15,67229.94,24484.26,13025.54,77448.41,36989.48,53003.64,75211.7,65611.35,tight
Nexus Tech 992,healthcare,258424.63,196610.69,115715.92,55174.6,329402.17,119105.32,207893.65,319471.49,210038.55,stable
Nexus Corp 993,healthcare,100739.73,68337.63,39083.66,29603.43,118915.01,39973.92,115889.14,154916.29,72027.1,stable
Beta Group 994,technology,139133.26,83198.42,51357.71,18165.39,220701.51,34463.16,47534.13,118074.87,84753.6,stable
Beta Corp 995,services,137318.12,84798.9,32728.22,29912.96,104912.61,58535.79,96769.77,140705.55,81126.13,stable
Flux Holdings 996,retail,23488.34,19739.54,5531.38,3256.1,20611.89,8209.91,14683.66,18500.3,19204.31,tight
Flux Tech 997,manufacturing,120475.26,76334.87,41267.92,27895.05,183776.31,39845.53,47684.65,103473.61,80706.8,stable
Beta Solutions 998,technology,61494.88,36515.96,21373.05,8089.42,59711.57,22366.41,71070.55,105802.89,37674.37,stable
Alpha LLC 999,services,9000.0,3638.19,2117.87,1038.54,7052.5,1721.82,10487.82,16526.72,3513.41,critical
Omega Inc 1000,retail,10910.32,9163.01,1524.59,2385.37,8171.32,4929.17,6331.69,7162.92,8623.85,tight
Zen Corp 1001,technology,34470.88,26377.18,10270.02,4849.5,51313.6,10443.55,39712.0,49339.24,27562.13,tight
Flux Tech 1002,manufacturing,100739.05,71162.73,23483.09,18052.18,87888.11,41846.67,33410.73,57411.51,72030.63,tight
Peak Corp 1003,technology,85255.16,36659.65,28224.79,9349.58,83325.57,21967.16,100840.35,163936.76,39377.97,stable
Core Holdings 1004,technology,90206.58,58518.02,23812.97,17943.48,89690.85,32532.32,94927.88,127759.29,57642.51,stable
Nova LLC 1005,manufacturing,313660.03,196875.89,75417.89,86961.16,467778.58,148900.75,154602.15,230463.47,192120.22,stable
Apex Tech 1006,retail,21692.64,15118.3,699.4,4399.5,15891.91,10103.16,18212.98,21276.19,14612.15,stable
Alpha Group 1007,services,52716.98,31636.83,15085.2,13424.39,43308.57,24614.41,53690.63,74976.92,31545.11,stable
Omega Group 1008,retail,76385.52,58844.68,10615.77,16974.77,118003.38,31905.1,44866.49,51390.08,57175.65,tight
Alpha Tech 1009,healthcare,39866.95,24356.77,14861.56,4439.34,69731.19,10781.08,24652.79,48178.73,22693.46,stable
Apex Tech 1010,manufacturing,67371.11,43658.61,21753.41,9563.24,67890.43,25791.99,58348.47,81142.3,42346.26,critical
Gamma Holdings 1011,healthcare,19977.5,13186.49,7292.08,3590.09,22581.72,5681.38,8637.97,17596.79,12593.38,stable
Peak Solutions 1012,manufacturing,203462.13,135758.63,65558.99,33615.28,205654.38,54753.29,82684.88,154430.0,142609.23,stable
Alpha Holdings 1013,manufacturing,38178.15,23336.81,7174.17,9562.23,53733.74,14263.4,20036.84,33632.94,22349.54,stable
Gamma LLC 1014,services,273692.26,143249.15,87545.62,50651.99,292817.25,101778.39,264697.03,404415.85,142306.49,stable
Alpha Corp 1015,retail,58338.68,45338.92,11921.83,14666.8,95430.71,23204.27,36749.82,41012.26,46592.0,tight
Zen Solutions 1016,technology,177159.74,103771.63,55001.04,30858.45,290205.58,53825.17,134043.03,233292.49,97947.58,stable
Nexus Holdings 1017,healthcare,68849.57,36966.66,29003.15,9950.73,103939.1,21309.37,32765.89,73548.21,37151.69,critical
Core Corp 1018,services,52577.55,33077.86,7443.31,11036.68,34202.03,17521.95,24958.3,38116.04,34915.33,tight
Zen Inc 1019,technology,48783.18,18581.27,13930.98,3481.8,81430.77,7677.06,43192.92,76157.46,18831.24,stable
Beta Solutions 1020,retail,65860.83,47043.78,14635.1,9350.42,95496.5,21898.32,26182.16,53076.95,46911.21,critical
Core Inc 1021,services,69496.97,34775.18,7411.64,8378.55,96917.31,15577.97,62620.71,101236.21,36660.71,stable
Prime Holdings 1022,healthcare,38365.53,25392.39,14503.05,5112.9,36441.43,15221.69,25345.49,42670.17,27209.48,stable
Apex Solutions 1023,services,48756.99,29007.14,11048.76,10243.28,69974.53,15779.63,44083.34,61017.61,30496.88,stable
Prime LLC 1024,manufacturing,40426.11,31942.33,14086.93,5028.7,66826.41,16607.29,26016.49,39376.74,31474.23,tight
Delta Inc 1025,healthcare,452278.23,268204.43,122500.57,53118.76,781305.02,124870.14,480069.35,686128.38,272997.48,stable
Flux LLC 1026,retail,55726.74,44410.12,12843.99,18687.0,73055.08,26782.12,19504.39,23795.39,44599.43,tight
Zen LLC 1027,services,185502.79,104932.52,31911.39,47142.29,218905.97,65990.44,204789.07,258853.25,101630.23,stable
Prime Holdings 1028,retail,51200.38,31389.76,6535.7,9300.07,53916.37,17934.58,27740.11,44810.94,31064.92,stable
Apex Solutions 1029,healthcare,88411.0,70909.44,25541.92,21174.34,131748.96,38077.74,29908.38,38610.08,74645.14,tight
Nexus Tech 1030,retail,20804.17,13208.53,1989.03,5045.92,31548.04,7801.88,16771.57,21240.84,12786.87,stable
Nexus Corp 1031,manufacturing,46057.79,33786.14,12443.71,5434.73,63096.0,18602.37,23117.27,35822.59,35892.0,tight
Zen Solutions 1032,healthcare,85029.14,57921.58,25031.17,16108.36,86871.47,31506.52,60649.82,90121.28,62475.88,stable
Nova LLC 1033,manufacturing,234242.75,169135.2,67231.0,30435.6,188468.94,95079.54,239415.48,307362.09,163906.01,tight
Alpha Solutions 1034,services,64358.59,32850.8,10738.34,8878.85,82762.88,15153.35,65156.13,93691.16,30867.87,stable
Flux Corp 1035,retail,181131.09,147835.61,16183.76,65808.51,263354.86,94764.56,152212.98,127006.63,158649.47,tight
Core Group 1036,manufacturing,109962.37,63247.12,24588.63,23786.61,86824.62,42697.94,129764.91,180201.47,59918.45,stable
Gamma Group 1037,retail,220118.45,163929.62,36723.54,73032.9,234295.52,108682.5,157907.69,171192.52,171049.78,tight
Flux LLC 1038,retail,57111.81,40257.55,7774.76,15048.86,90018.45,22948.78,19158.13,28679.4,37288.88,tight
Zen Tech 1039,retail,405217.07,281956.58,61475.69,93731.68,467372.3,142699.46,420405.67,503245.84,270027.12,stable
Apex Corp 1040,technology,52788.43,33483.69,17674.11,12598.78,55716.53,18259.79,26350.11,42021.29,32198.75,stable
Omega Corp 1041,technology,42158.63,28929.18,14929.26,10059.47,50918.25,19845.99,19334.58,30195.56,27990.65,stable
Omega Holdings 1042,healthcare,27290.1,16989.17,9128.41,4913.6,33911.63,8660.41,9906.55,23331.12,18128.95,stable
Gamma Group 1043,healthcare,463768.74,330414.12,138105.18,78560.55,424384.76,208943.54,275993.39,445584.09,313248.96,stable
Vertex Inc 1044,healthcare,138396.72,90508.58,48965.41,27700.46,209615.25,45420.26,82144.41,136987.07,85782.43,stable
Nexus LLC 1045,technology,59579.55,31492.64,19275.92,7166.09,84346.58,14680.6,34108.96,69651.29,32458.46,stable
Core Inc 1046,retail,162627.59,118614.68,12516.43,35110.29,199167.84,64019.91,135610.86,154188.24,127198.92,tight
Delta Tech 1047,technology,134930.89,77725.74,34470.74,15066.41,184350.84,36443.95,131744.9,198137.4,76348.87,tight
Core Group 1048,healthcare,346356.38,205828.24,108769.99,65786.52,287722.65,141461.12,396228.26,554947.11,214823.06,stable
Prime Inc 1049,services,15621.03,9127.03,2961.89,2040.67,13497.69,5314.47,6008.55,13434.4,8442.19,stable
Vertex LLC 1050,technology,62948.75,38950.9,16489.32,9273.53,58386.24,15213.11,27404.34,54556.24,40970.52,stable
Alpha Tech 1051,healthcare,49627.7,25942.78,19124.14,7775.27,48799.09,14320.99,41233.59,70994.75,26870.07,stable
Alpha Tech 1052,technology,16049.26,7509.1,3526.72,1492.49,23355.19,4173.12,6232.28,16540.77,7985.61,stable
Delta Corp 1053,retail,139841.06,109631.86,9930.68,48097.03,96651.33,64547.23,88615.58,81501.09,112042.96,tight
Delta Holdings 1054,technology,62695.63,33528.19,17762.02,9524.8,91002.68,19027.02,54049.71,91403.55,35895.74,stable
Prime Inc 1055,retail,108196.57,83761.81,15279.23,21416.54,88678.74,39414.35,108466.04,123866.04,82285.7,tight
Omega Inc 1056,healthcare,474557.99,338110.48,131579.65,53678.08,425003.69,139284.99,235304.53,442665.77,350689.89,stable
Peak Tech 1057,services,40621.17,18211.43,6891.89,7338.78,33804.63,11984.08,36607.27,55355.11,18868.69,stable
Delta Tech 1058,technology,55572.4,27068.04,15557.37,9142.23,71596.77,15853.45,48974.99,75916.46,26065.9,stable
Nova Corp 1059,manufacturing,72420.27,60395.21,16680.93,16603.95,99637.08,39130.61,77754.35,80226.96,64459.37,tight
Omega Tech 1060,healthcare,158279.77,107333.57,56599.91,24006.21,264251.07,54501.38,92177.82,160348.44,112127.98,stable
Flux Solutions 1061,services,34244.08,17685.72,5716.06,6606.35,27240.59,13255.06,33390.81,49801.0,18722.4,tight
Nova Solutions 1062,manufacturing,39756.99,24859.44,12876.96,10780.11,57253.19,19025.62,38834.62,49020.03,24312.89,stable
Peak Solutions 1063,retail,139490.45,98921.71,24328.56,26139.36,202017.02,49660.97,71875.95,104268.14,104322.91,tight
Prime Group 1064,manufacturing,89163.02,53921.71,18692.52,10270.08,91129.02,25011.79,76594.78,121878.86,52325.43,stable
Vertex Tech 1065,retail,11663.47,9571.9,1804.64,1749.35,8566.14,4118.05,10586.3,12646.0,10283.13,tight
Prime Inc 1066,services,20217.95,9863.53,4168.96,1498.35,17430.84,5021.05,11058.93,21970.49,9112.24,stable
Nova Group 1067,retail,198985.79,166647.17,41933.48,62190.5,159645.25,95003.23,140607.34,156956.29,169825.13,tight
Peak LLC 1068,healthcare,99097.96,61237.56,31709.45,27215.11,169179.33,50736.64,68595.61,108505.4,57438.28,stable
Alpha Solutions 1069,technology,42302.76,21850.73,14313.85,9785.75,51400.75,16234.03,42140.25,66136.25,22615.44,stable
Vertex Corp 1070,retail,52243.58,37400.96,7945.87,14409.06,61409.26,25739.29,15705.58,23299.01,36585.25,tight
Omega Group 1071,services,54460.38,18520.16,14953.64,3679.13,84046.89,8849.96,40895.61,84887.7,19618.45,tight
Zen Solutions 1072,manufacturing,118645.68,81905.68,37319.36,36309.84,140718.88,59949.8,55277.82,87714.62,86789.92,stable
Omega LLC 1073,retail,20199.02,14874.36,3228.79,3693.96,26439.54,8407.93,17818.72,21213.7,14560.43,tight
Nova Inc 1074,services,27498.32,16938.4,5139.05,4236.05,20996.77,9550.63,25087.6,35508.47,17778.49,stable
Apex Inc 1075,services,67037.28,26754.28,15105.53,9529.9,80862.77,14975.38,50345.92,97537.47,27529.67,stable
Alpha Holdings 1076,retail,55278.11,46596.65,7792.97,7675.16,40767.41,21449.59,43549.57,49696.36,46049.17,critical
Flux LLC 1077,manufacturing,104067.76,79679.27,34760.23,31690.91,112632.49,50706.89,60728.99,75478.55,77680.74,tight
Nova LLC 1078,manufacturing,24629.6,19707.71,6254.03,8852.49,25793.7,14947.25,14334.19,15094.46,18794.23,tight
Alpha Group 1079,manufacturing,87641.78,60979.6,20132.88,23325.97,126844.1,40824.6,85065.58,109264.39,56717.94,stable
Apex Tech 1080,retail,143381.89,119166.37,18212.26,45819.82,186557.53,69047.73,60013.67,63344.13,119497.36,critical
Nova Solutions 1081,technology,114900.19,55416.42,27501.16,14801.4,170790.89,33292.94,114251.34,180546.21,55771.44,stable
Nova Inc 1082,services,60230.18,36562.36,13722.12,6207.43,47556.73,15869.15,53575.46,75642.86,36234.87,stable
Omega Tech 1083,services,49907.8,24370.33,7935.31,9450.82,82493.29,16466.07,54700.31,76081.49,26127.32,stable
Delta Solutions 1084,services,27632.79,11547.41,7043.8,3800.8,22363.98,7474.73,14759.51,31864.86,10648.91,stable
Peak Solutions 1085,services,50870.61,23403.98,6885.5,9895.24,74327.1,17225.79,38435.86,62388.08,24715.74,stable
Zen Group 1086,healthcare,196828.14,128025.39,70142.08,23657.67,314261.91,66831.95,65955.25,193234.77,134187.43,stable
Core Corp 1087,healthcare,65322.95,38152.27,26619.83,9215.18,97936.94,16910.03,73243.75,103965.03,39731.79,stable
Peak Holdings 1088,healthcare,35259.08,23979.2,8546.37,6191.35,41649.61,10450.01,32010.04,48210.57,24074.79,stable
Beta Group 1089,manufacturing,44422.99,24669.91,15588.62,8757.42,71434.2,16585.06,38229.88,59023.54,23447.69,stable
Prime LLC 1090,manufacturing,77341.84,40978.2,17690.84,15830.84,113583.73,24395.13,74203.33,104912.35,43357.42,stable
Alpha Corp 1091,technology,57731.2,40977.09,17726.64,17960.51,54511.71,25281.11,32092.54,47828.12,42580.73,tight
Gamma Inc 1092,manufacturing,97105.45,74994.93,27050.9,17895.45,152572.57,31605.23,81905.95,113582.97,78988.52,critical
Gamma Holdings 1093,retail,90969.09,60590.53,16948.13,18061.49,69578.93,31888.25,92863.95,123290.03,58029.12,stable
Nova Corp 1094,retail,121928.07,91416.79,19958.92,14506.77,141953.58,50885.79,46486.9,74703.41,92212.12,tight
Beta Holdings 1095,manufacturing,205696.64,160764.38,61682.09,36316.09,297221.58,66751.21,239211.87,306783.63,158602.66,tight
Vertex Solutions 1096,retail,132811.62,104062.69,23368.67,27285.35,198904.31,50661.38,146451.12,159972.3,106388.22,tight
Zen LLC 1097,technology,36863.35,22555.13,14304.6,7401.28,49808.07,15976.37,43009.09,57615.4,23466.74,stable
Peak Corp 1098,services,26155.43,16677.02,5914.17,4857.24,25187.01,11375.07,26875.06,34965.01,15806.39,critical
Gamma Corp 1099,services,50717.3,24929.73,15125.51,6465.34,65369.09,11631.05,28649.19,57772.03,23629.55,stable
Gamma LLC 1100,technology,54253.56,32687.46,18720.41,11022.98,59421.87,23121.04,44672.38,73991.84,30300.53,tight
Alpha Solutions 1101,technology,31310.32,18741.48,6566.16,7470.07,38775.88,10932.17,12779.19,21162.71,17713.5,stable
Zen Holdings 1102,retail,42051.34,30620.91,11797.72,6813.28,52272.48,17236.15,41157.75,54162.66,29347.92,tight
Gamma Tech 1103,healthcare,49153.89,30417.19,15792.3,7691.37,78734.07,12352.87,21542.95,41316.37,28336.74,stable
Alpha Tech 1104,services,31481.69,17498.45,8650.45,6325.29,31949.74,10728.86,34004.68,50203.15,17094.42,stable
Zen Inc 1105,technology,60459.72,36442.25,18218.91,13971.31,60539.82,21691.01,31227.52,52681.42,37463.61,stable
Gamma Holdings 1106,healthcare,184440.51,104416.53,74339.58,41518.0,254018.82,75558.0,81959.96,180843.29,109312.8,critical
Flux Group 1107,technology,91286.18,60627.14,24243.42,12901.42,74496.86,22238.85,33211.18,70429.3,59131.5,stable
Alpha Group 1108,retail,432547.43,290623.94,78415.32,90610.76,393889.74,167982.24,406693.47,504235.24,271271.87,stable
Apex LLC 1109,services,61762.15,32890.9,11570.55,13814.29,64297.2,24476.93,28878.96,53060.17,34255.86,stable
Nexus LLC 1110,technology,61716.81,35572.19,23387.6,9518.59,84340.95,15269.76,29494.53,66297.52,34952.85,stable
Delta Holdings 1111,technology,78094.16,49093.76,25141.12,13695.44,85229.63,32073.69,35355.33,69877.5,47141.22,stable
Core Holdings 1112,retail,73511.24,42671.19,14466.8,19007.75,92435.5,29261.61,42284.81,64676.14,42471.09,stable
Prime LLC 1113,manufacturing,93294.21,71955.29,13228.76,13233.71,141826.87,26999.94,107016.88,123734.84,77364.76,critical
Delta Corp 1114,services,283795.32,140717.29,55544.81,50894.71,351749.77,79933.99,209429.45,348216.35,137849.81,stable
Gamma Holdings 1115,services,27402.32,17745.66,6042.97,7187.97,27604.2,11353.35,14654.49,19276.07,19050.19,stable
Nova Solutions 1116,technology,154755.4,86933.35,48156.9,16972.7,135126.49,34324.06,70158.62,150991.98,83500.1,stable
Flux Group 1117,technology,91909.97,54786.84,31989.99,19960.82,90505.96,35172.09,29136.5,78794.04,51329.09,stable
Beta Corp 1118,healthcare,20443.97,16418.61,6781.36,4776.53,28476.86,9837.28,12848.9,18569.01,15518.03,tight
Delta Inc 1119,retail,110919.39,80728.57,16908.48,32765.08,148204.75,53621.92,44262.97,59705.1,84264.89,tight
Beta Solutions 1120,services,148559.13,96430.92,38485.93,40716.58,120144.12,65475.99,48179.33,87700.36,97011.25,stable
Nova Solutions 1121,healthcare,36191.53,23637.54,8543.57,9732.65,33354.67,17897.65,14211.75,21414.91,23947.37,stable
Gamma Corp 1122,technology,77282.06,48937.59,25461.93,8285.89,88762.22,19309.29,45339.02,76778.09,52599.76,stable
Beta Group 1123,services,13552.9,7529.95,2484.33,2839.22,13594.63,5141.06,13224.62,17690.66,7535.78,stable
Apex Group 1124,technology,28433.38,18988.61,7233.0,8097.85,48700.44,15184.98,10244.2,20595.94,17825.05,stable
Vertex Holdings 1125,retail,138472.03,96259.87,23100.9,32382.26,120553.45,52151.97,126121.23,153556.7,99625.35,critical
Zen Corp 1126,manufacturing,45350.52,28175.2,14120.91,9305.22,39631.5,17897.96,38932.89,54859.42,26858.18,stable
Apex Holdings 1127,manufacturing,27126.54,17602.79,8191.05,2878.08,31330.39,9690.24,29670.77,39890.31,17832.44,tight
Core Tech 1128,healthcare,86326.32,56800.72,29631.02,23107.1,84400.07,39150.39,40192.53,57727.35,60021.36,stable
Apex LLC 1129,healthcare,47305.96,29913.19,18628.48,4903.4,48269.54,16695.91,48008.03,72353.44,29803.5,stable
Vertex LLC 1130,services,36974.44,22436.9,8999.7,5475.79,42552.18,10580.44,39872.45,57443.78,21770.2,stable
Prime Corp 1131,services,97353.14,63705.81,19045.34,27250.73,97550.05,45793.8,114763.36,134368.46,64475.85,stable
Gamma Corp 1132,manufacturing,26001.86,16171.42,5599.4,7033.33,20985.4,10716.51,26721.97,32530.42,15206.18,stable
Nova Tech 1133,technology,37724.77,20419.82,10119.23,9139.3,51778.82,12221.26,15519.64,29784.59,19791.1,stable
Alpha Tech 1134,healthcare,81274.33,43489.96,31850.82,12739.11,113263.3,30105.83,93661.85,148852.77,43518.79,stable
Nexus Corp 1135,services,117027.86,83374.14,23158.95,16944.03,90695.69,34453.85,120947.46,153424.17,80094.55,stable
Alpha Tech 1136,retail,161220.5,124844.89,15749.77,37001.95,235452.11,86100.38,79174.2,84252.22,115641.49,tight
Core Inc 1137,manufacturing,38687.07,28565.92,6412.65,5161.69,36770.9,14110.2,17358.03,27486.01,28955.06,tight
Vertex Group 1138,retail,126741.08,81467.06,24282.52,33544.94,209499.51,64175.2,144836.25,190971.63,80179.84,stable
Core Holdings 1139,technology,41566.52,24936.02,11333.57,7933.67,70837.66,17703.63,18294.62,38217.98,24499.59,stable
Gamma LLC 1140,healthcare,309678.22,213907.08,113503.07,58044.07,402772.45,120495.8,309490.26,448999.99,230910.57,stable
Beta Group 1141,retail,24172.8,17640.81,5124.28,3067.02,22735.78,10121.98,16068.46,20735.3,16545.06,tight
Vertex Holdings 1142,healthcare,207960.74,153070.85,59176.01,41569.79,336772.98,93894.37,197859.0,245888.6,144601.15,tight
Peak Inc 1143,services,31870.96,23423.45,6302.26,9600.28,33752.27,16181.18,12195.94,15677.17,24833.59,tight
Prime Tech 1144,services,269746.16,127923.06,51647.03,46183.01,230637.28,86317.06,256947.37,401636.92,120355.37,stable
Beta Inc 1145,retail,96091.54,64211.54,16238.24,11220.11,117288.84,23970.46,73098.78,108854.0,68502.13,stable
Zen Corp 1146,retail,26560.67,18055.4,5629.75,3574.47,31908.94,6332.58,29491.39,38546.03,18552.17,stable
Gamma Tech 1147,healthcare,47312.55,36832.62,13414.4,9859.82,77287.19,17749.27,22216.01,30133.38,36998.59,tight
Alpha Group 1148,services,100668.12,63762.02,23001.65,11503.47,146751.09,28001.43,40108.24,78102.59,61501.28,stable
Omega LLC 1149,manufacturing,152882.62,105360.25,46105.76,45327.28,256493.57,67138.24,72863.59,116315.26,102991.3,stable
Delta Inc 1150,services,50922.85,28156.5,9710.03,9733.36,72584.62,17575.19,18878.01,40927.94,29624.94,stable
Zen Corp 1151,technology,80667.49,43131.01,23645.87,7696.6,115782.26,21260.7,95359.9,147257.09,40077.37,stable
Beta Inc 1152,services,98846.35,61403.57,21837.38,23727.4,120701.24,43004.95,40583.44,73541.24,64041.94,stable
Flux LLC 1153,technology,86491.64,49266.32,27438.68,12834.95,156099.6,31233.02,41582.23,91398.82,51850.4,stable
Alpha Group 1154,technology,27654.96,16017.58,9101.73,3579.31,49454.88,9851.47,28449.13,45088.94,16545.44,stable
Core Group 1155,manufacturing,34369.71,25732.71,9556.98,8260.08,55916.67,17849.99,17943.7,28367.1,23898.5,tight
Beta Tech 1156,technology,93944.57,54953.85,23570.82,8463.53,143380.14,25226.86,46978.3,102692.9,57087.43,stable
Nexus Tech 1157,technology,205818.54,119622.3,71936.32,34644.93,293718.06,58741.77,186282.0,289085.63,123893.56,stable
Vertex LLC 1158,technology,283551.83,170370.99,101607.72,68683.61,317037.18,134423.44,186829.1,299052.37,157098.24,stable
Nova Tech 1159,retail,111705.76,90886.98,17795.19,38937.55,171439.65,56543.73,117506.78,110606.15,96591.53,tight
Apex Tech 1160,healthcare,90413.98,70678.37,24890.27,17865.12,71075.19,31142.53,79061.82,97810.49,66519.04,tight
Peak Tech 1161,technology,141692.62,91652.3,41694.86,31412.08,144767.73,52436.42,79261.9,127226.22,98409.38,stable
Alpha Holdings 1162,healthcare,42147.09,30104.2,15161.16,6564.13,53250.85,15396.74,35324.78,51512.65,28036.74,tight
Flux Inc 1163,services,47669.86,25456.26,6805.83,8096.72,58582.79,16252.1,51474.66,69931.74,24389.34,stable
Zen Inc 1164,technology,40257.83,21875.14,11352.43,4948.34,54061.12,8302.31,25283.31,50278.87,22541.0,stable
Nexus Tech 1165,technology,28663.22,18697.56,6579.11,6009.53,25950.17,12450.94,27597.63,36874.83,17612.33,stable
Alpha Group 1166,services,70366.93,39665.79,16210.05,7993.32,58767.84,15678.76,47444.88,85233.81,37666.43,stable
Nova Tech 1167,services,62508.02,27265.35,13020.28,11788.71,58171.63,17899.46,49304.2,83261.3,25132.86,stable
Omega Solutions 1168,manufacturing,114168.67,76921.65,19147.32,32005.19,116043.27,49737.3,109639.6,134569.89,80939.79,stable
Beta Inc 1169,services,83410.46,45322.59,18147.88,11379.39,61025.34,21944.61,29566.89,66188.4,41969.57,stable
Vertex LLC 1170,technology,94511.77,52847.52,28086.49,20240.54,140787.61,38213.55,67051.81,113206.81,53968.51,stable
Zen Tech 1171,retail,93460.42,81174.01,16432.28,14501.84,86315.2,27508.84,36046.95,48921.76,82243.0,tight
Vertex Corp 1172,healthcare,69437.0,47799.53,22943.61,17786.6,82062.57,27304.9,66139.08,80356.07,47885.5,stable
Delta Solutions 1173,retail,83309.1,71633.67,9157.84,16815.12,78712.75,27959.88,70564.95,79421.97,70202.8,tight
Nexus Tech 1174,healthcare,40191.31,26971.34,12517.9,5143.23,53184.66,14436.88,23883.15,46568.46,26106.37,stable
Zen Corp 1175,manufacturing,88528.07,62546.06,19749.86,22107.36,140130.3,46871.26,32636.17,55093.89,67118.9,tight
Zen Inc 1176,healthcare,122645.79,70530.18,43041.47,20520.19,122686.41,42729.22,138984.93,215863.33,73750.4,stable
Flux Group 1177,manufacturing,38544.36,27017.84,9921.24,8349.64,42326.53,16388.39,22490.76,32775.53,28845.25,tight
Gamma Solutions 1178,retail,62409.06,46871.97,8766.23,14350.27,83159.62,32021.78,34190.12,42428.24,48626.09,tight
Vertex Group 1179,technology,47262.96,23188.67,13178.52,3891.86,38900.51,8848.17,18475.3,46307.66,24409.35,stable
Flux Corp 1180,technology,51080.54,28443.58,14426.67,4704.97,82362.7,9444.11,41866.53,72011.89,30556.03,tight
Delta Corp 1181,healthcare,29213.26,18233.09,13887.58,6023.31,56592.26,11082.85,15748.52,32459.32,18097.86,stable
Delta LLC 1182,technology,214268.29,135648.62,56023.39,45735.21,293354.92,74911.48,226817.51,296228.74,144479.81,stable
Apex LLC 1183,technology,182574.28,116283.02,49678.72,19088.13,315599.69,49643.87,166962.38,251551.88,107781.79,stable
Prime Inc 1184,technology,119648.24,66224.64,55599.66,17452.3,164845.9,34940.57,36316.04,123702.79,62069.68,stable
Omega Solutions 1185,technology,377045.45,240370.08,121050.69,80248.85,466059.25,135463.77,305070.17,435100.83,239999.89,stable
