companyName,industry,revenue,numDepartments,fiscalQuarter,yoyGrowth,operatingMargin,headcount,prevUtilization,totalBudget,remainingBudget,approvedDepartments
Company 630,services,86523.81,7,4,21.93,15.9,161,59.95,73008.93,14139.14,1
Company 631,services,132651.46,7,2,-9.06,11.7,307,97.19,82696.13,61702.29,5
Company 632,services,63970.32,6,4,-8.69,20.93,483,70.74,81683.15,28152.02,3
Company 633,technology,185003.42,5,2,2.19,16.35,497,103.04,120644.61,94485.86,4
Company 634,retail,76690.28,3,4,1.18,19.41,241,56.5,71033.41,27311.14,2
Company 635,technology,98651.37,4,1,-13.7,27.9,338,96.01,126692.13,107688.31,1
Company 636,technology,30742.15,5,2,12.8,13.22,50,99.96,29014.06,22308.73,4
Company 637,healthcare,336693.13,6,2,13.15,21.12,473,95.25,188837.55,129270.03,5
Company 638,healthcare,87191.31,5,4,17.65,15.05,18,94.49,33905.96,10331.45,3
Company 639,healthcare,105915.61,5,1,-0.2,28.55,177,69.87,79094.23,67230.1,5
Company 640,services,16538.58,3,4,4.53,24.19,365,89.23,51415.48,16308.56,2
Company 641,healthcare,31002.97,6,1,4.63,5.26,485,81.86,78055.59,66347.25,3
Company 642,services,161184.82,5,2,25.26,24.8,94,73.35,69704.18,56622.68,5
Company 643,technology,75320.9,3,3,-29.01,10.1,333,104.62,96947.85,60681.65,2
Company 644,technology,12951.62,4,1,-6.48,26.73,102,65.98,22355.29,19002.0,1
Company 645,manufacturing,137397.29,7,2,5.07,22.02,34,72.72,56905.69,48369.84,7
Company 646,services,38753.4,3,4,-8.03,17.04,217,99.66,34620.78,13634.6,1
Company 647,technology,185174.44,5,4,1.9,25.82,292,65.9,167151.39,58332.29,5
Company 648,manufacturing,55811.29,5,1,3.49,30.7,139,58.4,40910.35,34773.8,4
Company 649,healthcare,70528.02,3,3,-2.89,28.36,486,67.05,79304.27,40123.14,1
Company 650,technology,153762.37,3,3,5.77,21.36,312,91.76,114092.18,44644.23,2
Company 651,retail,29202.38,7,1,12.54,26.68,224,97.29,24201.91,20571.62,6
Company 652,services,27057.58,5,3,2.16,17.42,247,56.29,50333.46,31196.5,3
Company 653,healthcare,51164.5,4,3,-0.44,28.67,237,84.19,60522.55,34281.02,2
Company 654,technology,116045.57,3,3,3.01,29.87,64,81.2,37316.1,20488.52,2
Company 655,services,20646.44,5,2,4.91,9.12,307,86.78,41847.76,29802.84,2
Company 656,retail,15765.39,6,2,-15.88,12.14,394,86.91,43038.3,26835.84,2
Company 657,services,115725.55,6,3,10.54,13.1,216,102.77,76092.66,51285.51,1
Company 658,retail,36960.95,3,3,-0.41,9.98,218,69.06,24341.96,13226.65,2
Company 659,manufacturing,43748.79,6,1,20.14,16.78,456,66.49,81554.66,69321.46,5
Company 660,retail,13555.55,7,1,12.09,10.79,309,81.97,32188.92,27360.58,7
Company 661,retail,34780.65,4,3,19.04,22.87,155,73.62,25812.57,17045.64,3
Company 662,services,59512.77,3,4,-7.13,8.05,11,76.06,21604.44,8868.8,1
Company 663,technology,126033.41,7,1,0.54,13.1,413,53.81,89355.53,75952.2,6
Company 664,technology,32306.25,5,1,-9.91,24.97,316,58.15,52215.16,44382.89,3
Company 665,retail,225460.64,6,4,-3.46,16.96,316,101.45,124418.74,40858.41,2
Company 666,healthcare,34625.83,4,3,20.03,17.64,148,53.76,30212.92,15443.54,1
Company 667,services,34666.41,4,4,22.85,28.94,101,82.46,18338.02,5804.19,4
Company 668,services,204819.84,4,4,-8.78,34.54,252,91.5,100587.09,27896.44,1
Company 669,retail,70910.1,4,4,-0.5,21.95,381,50.65,65326.16,15307.87,1
Company 670,retail,38498.72,5,1,4.09,7.37,155,62.25,35165.96,29891.07,2
Company 671,technology,52885.98,3,2,12.03,8.09,268,70.74,91678.54,69890.55,1
Company 672,manufacturing,176744.22,7,1,-16.12,34.06,498,77.87,83058.91,70600.08,3
Company 673,services,193486.35,5,1,-14.24,25.38,117,68.79,87225.42,74141.61,3
Company 674,healthcare,31149.87,7,4,10.88,27.57,123,85.69,21540.47,8269.03,6
Company 675,manufacturing,57875.7,5,3,-18.39,25.27,125,62.45,46338.58,18364.95,2
Company 676,retail,64352.14,4,1,-0.36,10.39,457,51.4,99204.6,84323.91,1
Company 677,services,27200.97,5,1,6.95,18.45,269,50.09,24319.98,20671.98,1
Company 678,manufacturing,57265.4,3,1,9.99,28.94,459,69.0,121393.03,103184.07,3
Company 679,technology,60129.65,7,2,3.3,30.99,474,69.89,82384.53,66718.72,7
Company 680,retail,149069.45,6,2,0.61,12.12,216,102.17,79601.58,53233.05,2
Company 681,technology,157304.71,3,2,15.13,22.88,36,52.46,69380.63,54208.16,3
Company 682,technology,46010.85,5,4,8.42,9.71,158,79.15,57313.73,26868.63,3
Company 683,technology,50455.02,5,1,-2.76,33.75,276,81.78,65419.7,55606.75,4
Company 684,manufacturing,101868.07,4,3,5.45,12.57,196,88.46,31894.44,13138.62,4
Company 685,manufacturing,37490.74,3,2,9.6,26.8,11,85.13,21145.47,17928.61,2
Company 686,retail,95885.7,6,2,25.62,11.93,494,50.45,65899.33,56014.43,3
Company 687,retail,55808.13,4,4,14.44,23.48,158,84.75,51800.72,29203.24,3
Company 688,services,27569.93,5,4,19.57,24.78,313,67.73,37248.03,14079.98,3
Company 689,healthcare,27848.4,4,1,-2.33,14.85,473,92.51,64375.07,54718.81,4
Company 690,manufacturing,190545.63,6,2,-1.29,29.57,276,60.36,128754.12,104905.54,2
Company 691,retail,52831.5,3,1,2.18,31.56,350,89.39,71466.41,60746.45,3
Company 692,services,222411.22,4,2,3.28,30.65,27,84.4,106606.11,81557.18,3
Company 693,technology,39699.39,5,3,-7.1,14.92,351,85.88,80945.58,52084.33,3
Company 694,retail,75581.3,5,2,20.19,27.33,425,59.68,63028.32,44928.59,4
Company 695,services,406013.37,6,2,15.6,21.78,459,86.8,140241.09,113565.59,5
Company 696,manufacturing,25696.0,3,2,1.33,22.78,51,90.53,19016.41,11045.37,3
Company 697,healthcare,13118.1,5,2,12.7,19.32,121,76.92,9345.6,6579.05,4
Company 698,manufacturing,167589.38,6,2,7.67,23.01,33,68.72,59877.99,46675.51,6
Company 699,healthcare,30901.27,4,2,13.64,9.07,459,59.16,31026.36,23298.67,2
Company 700,retail,58890.49,3,3,-11.13,17.27,144,65.95,49346.45,22499.54,2
Company 701,technology,37468.86,7,1,3.25,10.33,270,92.01,56834.74,48309.53,7
Company 702,retail,74200.8,6,1,4.3,13.4,243,72.52,65965.13,56070.36,5
Company 703,technology,27989.12,6,3,12.48,8.83,347,88.65,47008.5,26000.49,1
Company 704,services,51846.77,6,3,-2.54,11.37,448,90.71,106436.21,60123.15,5
Company 705,retail,85806.69,6,2,-25.0,28.46,168,87.08,59175.32,49621.91,1
Company 706,manufacturing,26724.95,6,1,-7.98,21.5,397,87.04,72198.87,61369.04,4
Company 707,healthcare,34198.35,5,3,4.27,5.71,152,83.59,32670.68,21848.0,2
Company 708,healthcare,45346.75,3,2,5.77,28.66,106,78.51,20048.98,14051.5,3
Company 709,retail,19090.53,5,3,25.2,32.28,62,60.88,10894.95,7781.61,5
Company 710,manufacturing,42699.87,4,1,11.99,31.41,192,96.35,40214.77,34182.56,4
Company 711,services,65843.58,6,1,5.98,29.69,284,103.03,52793.72,44874.67,5
Company 712,healthcare,43493.24,5,3,4.61,34.77,392,75.66,78603.1,42198.43,4
Company 713,services,48189.61,7,2,18.25,22.59,425,101.33,60891.86,48502.73,6
Company 714,services,58928.41,5,3,-2.08,33.88,268,104.89,75117.95,45663.73,1
Company 715,healthcare,35433.23,5,3,3.32,33.47,210,76.74,28332.28,18346.96,5
Company 716,technology,104073.23,7,2,-8.07,14.4,95,89.84,94975.65,63895.12,2
Company 717,manufacturing,188864.01,5,1,22.03,30.9,457,85.41,126789.0,107770.65,5
Company 718,technology,41294.96,4,1,9.71,28.77,204,63.05,51320.05,42630.48,4
Company 719,healthcare,88270.27,4,4,-3.49,28.27,384,52.59,46707.66,15218.1,3
Company 720,services,49429.68,7,1,3.63,31.89,316,74.93,71844.74,61068.03,6
Company 721,manufacturing,80208.91,6,3,11.12,16.53,466,93.3,125233.8,55928.32,5
Company 722,retail,209530.3,3,4,1.99,17.0,486,67.88,153068.28,32459.81,1
Company 723,technology,89942.66,5,4,-1.41,24.2,356,93.14,78943.81,28235.33,2
Company 724,services,14490.79,4,2,-2.85,27.13,334,86.01,53620.34,45577.29,1
Company 725,technology,86094.13,6,1,9.07,31.39,77,88.25,29682.29,25229.95,5
Company 726,technology,160538.81,3,4,0.7,31.28,17,65.72,97371.85,18269.93,3
Company 727,technology,50147.46,6,3,-0.45,26.64,277,75.85,51704.02,21992.29,1
Company 728,technology,132787.83,6,2,-11.03,33.71,355,59.99,141566.92,111529.21,3
Company 729,manufacturing,34472.17,4,3,5.93,10.36,375,63.56,70732.2,32937.2,3
Company 730,manufacturing,18243.58,3,1,2.83,33.51,132,54.94,11598.6,9858.81,3
Company 731,retail,67032.66,6,3,1.14,6.93,256,56.97,58832.92,33868.91,4
Company 732,technology,14688.48,4,3,7.39,21.67,432,61.58,46698.83,24321.66,4
Company 733,technology,49423.59,7,2,13.98,7.71,56,81.91,32649.95,27752.45,2
Company 734,retail,167623.19,6,2,13.42,22.04,198,74.27,107479.51,88911.06,6
Company 735,technology,12993.31,7,2,11.63,16.7,472,64.68,33695.79,28641.42,1
Company 736,healthcare,21512.78,5,1,2.11,7.45,107,97.36,29087.12,24724.05,1
Company 737,technology,26222.53,7,1,-1.8,24.44,165,78.88,28981.66,24634.41,7
Company 738,retail,56916.7,3,4,-7.53,26.94,239,100.77,59657.48,19355.52,2
Company 739,retail,44686.49,4,2,-2.12,10.23,347,84.92,81901.34,61933.01,2
Company 740,retail,183378.78,3,1,5.24,25.83,135,50.87,83346.92,70844.88,3
Company 741,technology,128473.59,6,1,-4.44,10.37,398,100.24,85273.27,72482.28,6
Company 742,technology,88984.58,5,2,6.15,9.12,125,97.16,66027.55,56123.42,3
Company 743,services,67272.33,4,4,-6.59,9.42,190,84.94,48831.02,13688.82,1
Company 744,technology,82008.96,4,2,-14.93,22.97,290,79.41,63438.93,50570.85,1
Company 745,manufacturing,30043.88,6,4,14.83,28.36,15,74.91,17431.75,5607.33,2
Company 746,manufacturing,118867.93,3,2,-0.69,22.91,385,76.52,62450.27,46459.04,3
Company 747,retail,24596.63,5,4,-5.04,29.28,337,92.31,43569.88,22385.67,1
Company 748,retail,116809.72,6,4,-8.13,22.74,419,78.22,58590.75,17862.89,3
Company 749,healthcare,154649.11,4,1,10.08,28.92,144,59.68,121275.36,103084.06,4
Company 750,services,70876.32,4,1,21.5,34.3,204,53.2,54719.34,46511.44,4
Company 751,retail,52001.59,4,4,0.16,16.73,450,56.94,63468.58,21787.7,3
Company 752,retail,82474.79,5,4,2.41,9.5,42,63.83,31147.94,10337.86,3
Company 753,technology,10000.0,4,1,17.86,9.06,250,70.23,46224.13,39290.51,1
Company 754,manufacturing,76252.58,4,3,-16.73,22.92,247,99.08,51857.17,27279.49,2
Company 755,healthcare,54683.47,5,4,28.6,21.41,229,63.15,58740.08,22836.67,4
Company 756,technology,57497.54,3,4,34.33,10.53,222,67.58,71498.48,30183.72,1
Company 757,retail,105369.24,5,2,-27.48,31.46,376,62.27,114820.95,89780.81,1
Company 758,services,56397.77,3,4,3.83,33.7,106,80.02,20750.42,7153.07,2
Company 759,technology,24048.66,3,3,-3.63,12.6,446,83.94,81109.5,43078.91,3
Company 760,manufacturing,53470.1,4,4,1.82,11.21,449,79.27,117700.28,35287.09,3
Company 761,healthcare,63199.04,4,1,-0.02,11.42,97,102.35,34865.01,29635.26,2
Company 762,technology,65640.43,3,3,14.74,16.62,487,104.75,133468.61,58121.31,1
Company 763,technology,68154.71,7,1,3.65,30.6,138,96.06,46436.52,39471.05,7
Company 764,technology,137515.96,4,2,-5.93,22.88,35,94.29,69081.18,58719.0,3
Company 765,services,25113.79,7,1,2.93,7.03,205,70.13,35060.39,29801.33,4
Company 766,technology,68910.26,7,2,11.18,19.19,399,81.89,44201.26,33253.43,3
Company 767,technology,168037.72,7,4,-9.2,7.71,423,69.33,144424.2,44881.44,4
Company 768,technology,14947.67,7,3,-14.75,17.19,326,93.14,28881.06,19049.27,2
Company 769,technology,69128.15,3,2,28.91,17.11,407,59.45,63425.2,44761.03,3
Company 770,manufacturing,37485.04,4,2,-2.71,24.45,138,61.92,46822.86,37559.62,3
Company 771,technology,44508.33,6,2,3.35,21.48,440,52.13,55348.76,42868.87,5
Company 772,manufacturing,29032.0,5,3,0.23,31.24,321,83.49,71730.37,40558.8,4
Company 773,manufacturing,52279.49,3,2,11.58,5.49,75,87.87,33758.76,26991.75,2
Company 774,services,261190.29,5,1,26.27,28.22,73,50.18,133776.2,113709.77,4
Company 775,technology,21773.65,7,3,11.96,5.68,140,78.09,38210.69,23822.14,1
Company 776,services,23489.58,7,4,-13.22,14.13,44,70.73,11999.0,4051.58,3
Company 777,manufacturing,21130.07,4,2,-11.61,31.39,148,93.58,32162.29,27337.95,2
Company 778,technology,238454.7,4,1,0.21,25.71,496,52.14,182915.66,155478.31,4
Company 779,healthcare,41362.43,4,1,1.78,10.16,127,52.67,41384.8,35177.08,1
Company 780,services,58658.56,4,4,-15.66,19.72,321,84.11,68477.78,26779.25,2
Company 781,retail,43380.86,4,4,14.83,26.66,488,82.54,44800.66,16637.52,3
Company 782,services,28126.34,4,1,-8.04,33.12,134,95.71,20975.08,17828.82,1
Company 783,manufacturing,49606.62,5,1,22.92,24.03,351,82.57,50849.79,43222.32,4
Company 784,manufacturing,427878.64,3,1,26.85,5.74,230,102.22,171912.62,142830.24,2
Company 785,services,182345.18,4,2,2.02,19.99,149,67.29,80968.34,50544.69,2
Company 786,retail,30262.05,4,4,10.27,9.59,475,71.89,78597.71,37082.52,1
Company 787,services,100514.7,3,1,-9.78,6.43,331,103.77,113715.86,96658.48,2
Company 788,retail,30784.97,7,4,12.48,22.96,224,55.91,29561.74,12334.63,7
Company 789,healthcare,14456.59,6,1,-0.98,28.31,407,93.77,85946.98,73054.93,1
Company 790,manufacturing,135348.57,7,3,-8.05,6.08,451,50.64,59033.05,28114.57,4
Company 791,technology,151459.61,5,2,1.53,28.51,392,76.76,150968.75,125951.91,5
Company 792,retail,138253.16,3,4,-0.59,26.19,435,58.44,131517.69,43637.56,2
Company 793,retail,41114.16,7,2,1.1,27.56,167,82.94,37219.1,30631.81,6
Company 794,technology,52395.68,5,2,16.4,12.34,178,93.9,52023.45,40521.55,5
Company 795,technology,109077.34,6,1,-4.42,16.81,124,51.82,52785.7,44867.85,6
Company 796,retail,81895.3,4,4,25.82,8.59,351,59.01,97248.44,27773.81,2
Company 797,technology,43699.42,5,2,-10.9,12.17,403,68.84,49444.77,33843.95,2
Company 798,technology,16395.18,5,2,24.39,14.08,333,64.07,32246.61,27409.62,1
Company 799,healthcare,65584.86,4,3,-7.2,14.58,303,71.08,41035.72,28125.26,2
Company 800,healthcare,141946.81,5,3,4.99,10.25,387,102.35,110547.52,52720.53,1
Company 801,healthcare,22969.66,6,3,-0.88,10.66,98,55.57,14503.84,6841.08,2
Company 802,retail,99808.39,3,2,0.88,32.04,189,73.28,59844.6,45013.8,3
Company 803,services,78060.02,3,1,14.62,28.52,356,75.14,91971.56,78175.82,2
Company 804,manufacturing,109110.74,7,1,23.0,15.33,35,65.42,48082.14,40869.82,4
Company 805,technology,120280.33,5,1,19.29,33.43,456,65.32,106282.43,90340.07,4
Company 806,technology,34352.42,7,3,0.14,12.17,93,89.31,30178.69,16781.16,1
Company 807,healthcare,16422.91,6,3,7.21,17.2,395,83.98,59462.04,32753.44,1
Company 808,technology,39072.9,6,3,-4.38,29.41,312,94.71,41292.35,31095.05,6
Company 809,manufacturing,121942.13,7,4,-6.9,18.29,425,72.28,88519.49,26377.37,5
Company 810,services,38808.59,6,1,-8.76,12.04,389,83.37,54785.74,46567.88,2
Company 811,technology,34364.02,4,4,-0.25,16.06,262,99.15,70419.76,32093.74,1
Company 812,technology,13945.61,5,4,8.0,20.02,380,96.82,57956.04,22042.28,4
Company 813,services,243316.43,4,3,-17.94,23.62,179,100.6,128455.52,52141.31,2
Company 814,manufacturing,115910.19,4,3,4.44,17.17,296,64.79,66069.8,37163.24,1
Company 815,technology,110848.18,6,1,23.19,17.94,458,104.2,174736.17,148525.75,5
Company 816,services,129855.86,3,1,18.46,12.92,51,94.9,50755.97,43142.57,1
Company 817,services,94974.78,6,1,-2.02,21.06,184,93.71,46237.14,39301.57,6
Company 818,manufacturing,49243.71,5,3,-11.76,11.58,18,86.72,21335.6,13238.75,1
Company 819,manufacturing,52522.07,4,2,10.52,31.03,271,104.08,35482.59,30160.2,4
Company 820,retail,42529.3,3,1,-22.81,27.42,393,74.29,94795.23,80575.94,1
Company 821,technology,492767.43,6,1,18.32,17.31,28,90.78,315276.25,267984.81,4
Company 822,manufacturing,93407.75,7,1,2.44,27.42,279,88.43,80287.2,68244.12,5
Company 823,retail,41314.12,6,3,26.98,5.21,213,90.26,26205.48,15412.35,3
Company 824,healthcare,86889.93,5,3,-15.72,15.33,393,91.33,113250.49,79330.38,1
Company 825,services,26670.27,6,3,16.02,18.21,117,60.49,26955.44,15244.68,1
Company 826,technology,199507.15,5,1,3.79,19.09,89,69.2,114853.56,97625.53,5
Company 827,manufacturing,35282.58,4,1,1.03,27.46,56,71.57,21320.51,18122.43,4
Company 828,technology,89399.32,4,1,-11.44,33.88,209,91.14,66338.0,56387.3,2
Company 829,services,140474.62,4,4,12.15,16.4,248,89.39,82370.16,32343.64,2
Company 830,retail,81455.72,7,3,13.11,15.52,460,95.84,64872.61,35778.19,1
Company 831,manufacturing,64574.57,6,2,26.42,23.32,238,93.37,68927.09,55988.23,6
Company 832,manufacturing,60393.8,3,1,17.1,13.44,94,82.78,35810.58,30438.99,2
Company 833,retail,57230.78,7,2,-2.13,9.24,352,57.7,42939.05,34686.23,3
Company 834,healthcare,37746.24,3,4,-7.05,33.85,40,84.95,22880.62,8800.54,1
Company 835,healthcare,41790.04,5,1,-11.42,29.29,179,98.79,40063.15,34053.68,1
Company 836,manufacturing,195569.74,3,4,22.68,33.75,330,85.37,82463.39,22007.64,3
Company 837,healthcare,54894.62,4,2,-4.34,11.53,134,99.26,57031.21,44289.88,2
Company 838,services,31931.97,6,1,22.76,5.53,301,104.95,49169.69,41794.24,3
Company 839,retail,39614.95,7,4,11.3,18.12,232,69.76,53571.05,15975.64,3
Company 840,manufacturing,144393.36,7,3,8.96,33.01,476,89.78,114381.96,66259.18,7
Company 841,technology,102794.31,7,3,1.32,9.15,150,79.7,82896.52,52445.1,5
Company 842,healthcare,93738.41,4,1,12.93,8.52,454,75.02,97992.7,83293.8,2
Company 843,manufacturing,48726.73,3,2,4.81,7.07,316,63.19,50492.65,42918.75,2
Company 844,retail,94720.9,7,3,0.57,27.95,377,63.53,79247.43,36042.99,7
Company 845,technology,35780.24,7,3,13.35,28.58,92,60.17,16018.51,7480.01,6
Company 846,services,48645.22,4,1,3.27,25.86,19,84.73,22473.36,19102.35,4
Company 847,retail,130072.02,3,3,-4.58,6.6,368,57.81,79166.65,44841.81,1
Company 848,healthcare,120502.06,6,4,12.2,26.7,245,73.73,43860.71,14076.07,4
Company 849,technology,27295.36,3,4,4.23,18.46,161,78.78,34465.48,10194.5,3
Company 850,services,30199.45,3,1,10.87,9.74,449,74.1,82930.56,70490.98,2
Company 851,technology,65314.0,7,4,-0.45,13.85,169,97.02,70217.64,26588.97,3
Company 852,technology,238209.52,5,3,-9.51,20.03,222,74.37,173306.56,78617.09,3
Company 853,services,12933.13,3,1,25.82,14.89,364,54.56,55324.2,47025.57,3
Company 854,services,74806.97,6,1,23.56,34.09,481,104.57,73699.58,62644.64,5
Company 855,technology,19913.74,4,4,15.61,19.24,450,96.47,66451.18,28179.81,2
Company 856,manufacturing,36045.42,5,1,0.35,16.16,329,86.3,75894.18,64510.05,4
Company 857,healthcare,44732.58,7,1,1.4,25.19,64,91.6,22517.84,19140.17,6
Company 858,services,42770.05,4,2,21.59,24.52,63,57.05,21129.15,16649.93,4
Company 859,retail,39064.26,6,3,0.75,5.07,349,92.13,49354.83,31021.72,4
Company 860,manufacturing,60220.35,7,3,-2.59,23.55,259,61.43,31076.79,16909.14,4
Company 861,healthcare,39018.67,5,3,27.47,12.31,75,76.89,36617.96,25051.26,2
Company 862,healthcare,18583.59,7,4,4.43,16.26,350,59.79,52268.87,11532.37,3
Company 863,healthcare,111736.16,5,4,26.22,26.19,471,91.46,134434.11,55917.86,4
Company 864,manufacturing,109348.77,5,1,-11.78,21.72,42,63.53,48448.11,41180.89,1
Company 865,technology,117540.64,7,1,11.22,16.06,414,63.93,123053.27,104595.28,7
Company 866,services,17455.54,6,1,29.85,10.02,178,56.01,38903.84,33068.26,6
Company 867,services,76049.1,7,2,5.36,20.16,204,89.63,49280.1,41888.08,7
Company 868,healthcare,102824.93,6,2,1.83,14.58,361,66.27,83211.45,51099.35,4
Company 869,technology,26239.95,6,4,-9.01,32.39,130,78.51,16128.31,5711.72,2
Company 870,technology,60315.15,4,2,17.99,21.03,86,68.27,52263.21,43715.72,3
Company 871,healthcare,54556.2,4,1,-4.24,30.98,482,92.61,76761.77,65247.51,3
Company 872,technology,261377.38,7,4,3.86,16.71,180,62.46,123891.27,57143.9,6
Company 873,services,279175.76,6,2,-9.81,29.82,93,101.75,52597.92,44708.23,1
Company 874,retail,15811.85,4,4,23.68,6.7,348,67.67,46070.99,16641.53,1
Company 875,healthcare,440269.19,4,4,18.86,13.94,116,55.71,124826.49,65180.44,1
Company 876,services,28791.04,6,4,4.62,7.35,390,63.22,68838.2,28564.25,4
Company 877,retail,131207.94,3,4,-8.85,5.95,44,54.07,36880.37,11502.5,2
Company 878,retail,130144.21,3,1,23.43,32.57,264,75.78,115253.88,97965.8,2
Company 879,manufacturing,26996.1,6,3,0.61,26.51,207,63.76,28562.96,18836.34,5
Company 880,manufacturing,88841.95,4,2,-8.26,23.75,478,98.73,143813.49,103051.52,2
Company 881,retail,54938.68,6,3,-16.15,20.97,265,78.44,35337.92,18630.89,4
Company 882,manufacturing,93289.61,5,3,-2.75,22.09,463,62.84,62822.45,33976.53,5
Company 883,services,72008.38,7,3,-12.46,24.16,131,74.82,51883.8,30531.14,1
Company 884,manufacturing,155915.83,5,2,-2.47,29.8,241,60.78,87734.11,67074.77,5
Company 885,technology,63596.88,7,4,13.93,22.91,408,59.83,85201.1,19991.79,6
Company 886,retail,52349.66,7,3,0.5,27.46,88,66.54,21498.05,14037.5,6
Company 887,retail,143896.76,4,4,9.27,13.43,464,55.96,96411.54,29660.83,1
Company 888,technology,95255.38,7,1,-3.68,34.3,388,60.38,127303.2,108207.72,1
Company 889,technology,107522.0,6,4,5.78,5.96,341,101.59,94041.96,34261.29,3
Company 890,healthcare,35183.44,3,2,28.05,16.6,129,86.67,25016.28,21263.84,3
Company 891,retail,25946.44,3,2,0.82,31.46,410,100.66,44450.82,36915.03,2
Company 892,services,38018.28,4,4,9.61,10.42,422,64.13,87212.69,38827.48,2
Company 893,technology,36437.1,3,2,-13.79,9.24,153,97.14,29122.05,24043.95,2
Company 894,technology,112303.4,4,2,23.24,15.96,297,69.93,87230.08,69680.57,1
Company 895,healthcare,130716.64,7,4,-0.73,17.85,39,57.93,51011.11,21805.14,1
Company 896,services,52886.1,5,4,17.61,33.0,203,94.26,39442.02,21254.43,4
Company 897,retail,188101.17,3,2,3.52,30.08,83,53.28,62389.97,47317.57,3
Company 898,technology,178934.57,5,2,12.34,18.92,282,72.27,111021.69,93657.25,1
Company 899,technology,72745.27,4,1,13.05,34.19,278,95.06,69868.94,59388.6,3
Company 900,manufacturing,31023.08,7,1,-0.43,24.27,271,83.95,42904.65,36468.96,4
Company 901,manufacturing,211145.2,3,3,18.1,31.21,341,78.49,137376.63,77394.24,3
Company 902,retail,57021.64,6,2,-4.11,12.38,463,69.45,72665.08,44135.36,1
Company 903,technology,66232.87,5,4,14.34,19.67,106,54.13,48063.49,15571.85,2
Company 904,manufacturing,45629.79,3,1,0.32,5.89,115,104.5,19005.71,16154.86,2
Company 905,services,29382.89,6,3,9.19,5.27,115,59.61,11691.98,5831.77,2
Company 906,healthcare,18491.91,5,3,-0.54,26.16,464,64.04,100649.46,63779.12,1
Company 907,manufacturing,99339.11,6,3,5.6,8.55,55,62.98,63150.29,36291.76,3
Company 908,technology,31993.22,6,1,-7.9,21.43,25,99.94,26728.2,22718.97,2
Company 909,retail,500000.0,6,2,7.97,25.88,88,92.0,273226.33,232242.38,6
Company 910,retail,25113.01,5,3,5.53,5.97,386,75.15,70490.71,43315.31,2
Company 911,healthcare,21896.76,3,2,-1.48,18.46,294,102.55,43552.81,35436.47,3
Company 912,services,90049.16,3,4,4.34,25.52,460,52.9,80271.56,33816.16,2
Company 913,services,203506.0,5,3,6.61,31.69,110,99.15,104587.35,60268.24,5
Company 914,services,63049.27,4,2,-2.4,13.98,203,53.32,48153.94,31224.3,3
Company 915,services,94636.07,6,1,3.45,34.23,282,71.51,77254.39,65666.23,6
Company 916,services,13700.15,5,1,-7.07,30.34,45,52.97,7593.6,6454.56,1
Company 917,technology,34821.52,7,2,33.15,24.52,460,104.94,37697.73,31386.72,3
Company 918,technology,25364.54,3,2,17.71,16.76,404,100.29,71302.05,60606.75,3
Company 919,retail,13147.19,4,4,8.28,26.33,80,82.16,16216.52,6735.31,3
Company 920,manufacturing,65747.98,6,4,19.07,29.49,423,61.98,118468.87,44914.81,6
Company 921,technology,10000.0,3,1,-18.75,14.1,229,65.22,23721.66,20163.41,1
Company 922,services,20790.33,4,3,-25.69,34.78,174,74.72,32640.93,14161.98,1
Company 923,manufacturing,38958.22,6,2,0.21,32.26,473,67.75,109226.08,84256.42,5
Company 924,manufacturing,30790.8,5,1,-11.54,19.57,264,51.17,48600.85,41310.72,3
Company 925,technology,82217.78,6,3,2.16,26.68,121,86.09,66390.87,35275.7,5
Company 926,retail,76455.5,5,3,7.47,20.72,406,83.74,102651.24,70757.51,1
Company 927,technology,122398.7,7,1,16.04,27.83,360,99.74,122505.81,104129.94,6
Company 928,services,109306.05,7,2,-8.66,29.81,104,76.23,65238.16,54342.27,3
Company 929,manufacturing,149141.42,7,3,9.8,5.7,341,68.96,120500.97,65729.71,2
Company 930,healthcare,59782.32,3,2,5.17,7.37,318,78.13,71762.01,50270.18,2
Company 931,retail,76326.35,5,2,9.17,15.09,144,60.71,49412.86,39281.36,3
Company 932,retail,90148.26,3,1,-1.24,32.53,221,84.4,75976.22,64579.79,3
Company 933,retail,67058.82,4,1,21.6,16.95,421,92.35,43539.64,37008.7,3
Company 934,healthcare,43575.25,4,4,3.76,31.63,95,58.44,26551.72,5659.36,4
Company 935,healthcare,45891.99,6,3,26.29,18.87,363,67.51,53160.48,30214.76,6
Company 936,technology,31130.81,5,1,-4.48,13.67,417,97.73,92919.01,78696.25,1
Company 937,services,83892.67,7,2,13.91,32.02,469,77.8,79820.11,67394.89,6
Company 938,technology,55536.06,4,1,4.28,21.82,169,79.25,36888.57,31355.29,4
Company 939,services,35223.23,6,2,1.07,15.81,140,89.73,33773.96,23038.92,6
Company 940,technology,35249.41,6,1,12.59,6.33,467,81.78,41971.47,35675.75,1
Company 941,retail,22735.46,7,3,1.41,8.33,236,53.83,53978.72,32643.64,3
Company 942,services,131015.78,4,3,-26.94,9.18,288,94.22,93817.44,54282.01,2
Company 943,technology,63760.82,6,3,-31.75,15.95,261,100.76,59912.38,44055.77,3
Company 944,retail,30024.23,3,2,20.27,23.22,262,52.93,38288.86,31810.38,2
Company 945,retail,114329.3,5,2,19.76,14.23,316,56.67,106795.37,77790.12,2
