companyName,industry,invoiceCategory,revenue,invoiceAmount,vendorHistoryMonths,lineItems,daysSinceReceived,previousInvoices,amountDeviation,hasPurchaseOrder,paymentStatus,duplicateCheck
Omega Holdings 596,retail,services,17460.85,1083.05,19,22,45,98,-9.12,1,approved,False
Beta Corp 597,healthcare,maintenance,54735.56,12215.75,69,18,62,51,-13.13,0,rejected,False
Nova Tech 598,manufacturing,services,208761.81,25537.25,114,20,31,112,3.38,1,approved,False
Omega Tech 599,services,maintenance,51564.75,8037.81,83,18,61,172,1.4,1,approved,False
Flux LLC 600,manufacturing,consulting,170348.16,17526.75,69,5,65,148,6.94,0,pending,False
Delta Solutions 601,manufacturing,maintenance,79343.72,6856.13,14,13,21,46,-7.36,1,approved,False
Zen Holdings 602,healthcare,maintenance,87290.8,5819.81,59,13,61,94,-13.95,0,approved,False
Vertex Corp 603,services,supplies,20566.6,4724.77,107,16,15,108,2.74,1,approved,True
Nova Holdings 604,healthcare,consulting,126755.88,25842.63,46,20,27,136,-15.44,0,rejected,False
Beta Tech 605,services,supplies,45800.69,2319.81,99,3,70,151,16.18,1,approved,False
Core LLC 606,healthcare,equipment,119428.6,22900.04,85,17,88,97,-1.72,1,approved,False
Delta Corp 607,services,supplies,31215.31,3629.16,32,20,5,63,-4.89,0,approved,False
Core Tech 608,technology,equipment,68984.66,1623.98,17,3,58,131,6.93,1,pending,False
Alpha LLC 609,healthcare,maintenance,79348.3,11229.73,3,10,51,25,-1.15,1,approved,True
Peak Group 610,retail,equipment,52932.53,2641.9,33,22,54,134,-24.87,1,approved,False
Peak Holdings 611,manufacturing,services,82754.71,5650.9,40,1,70,179,-15.92,1,pending,False
Vertex Holdings 612,healthcare,supplies,48381.96,8713.08,79,4,6,141,15.87,1,approved,False
Peak LLC 613,services,consulting,35623.19,2819.31,69,20,66,86,1.26,0,pending,False
Gamma Corp 614,services,equipment,216292.45,48694.85,58,5,25,164,-25.22,1,pending,False
Beta Solutions 615,retail,equipment,138574.35,23716.87,87,17,13,106,5.28,1,approved,False
Alpha Group 616,healthcare,equipment,32575.25,6887.23,92,22,40,108,-8.39,1,approved,False
Core Holdings 617,healthcare,supplies,94348.95,15236.75,85,12,2,170,-13.12,0,pending,False
Alpha Tech 618,retail,equipment,33052.65,7266.14,107,12,56,38,-17.17,1,approved,False
Apex Corp 619,technology,consulting,23208.0,2394.77,43,11,50,155,15.0,1,approved,False
Beta Tech 620,technology,maintenance,136905.69,20029.62,98,9,46,135,-29.48,1,approved,False
Vertex Solutions 621,healthcare,consulting,15317.03,2123.78,51,10,2,105,-12.56,1,approved,False
Omega Tech 622,manufacturing,maintenance,125678.8,28638.66,22,14,68,15,1.8,1,approved,True
Delta Inc 623,services,maintenance,48914.16,2833.62,18,22,3,153,23.68,1,approved,False
Zen LLC 624,manufacturing,services,50552.25,7732.17,11,24,23,43,8.31,1,approved,False
Prime Holdings 625,services,supplies,83100.08,16081.46,114,21,35,179,-12.69,1,rejected,False
Gamma Tech 626,retail,supplies,95316.58,10018.86,21,3,63,158,22.94,0,pending,False
Gamma Tech 627,healthcare,services,30912.8,6786.71,100,8,36,72,-20.33,1,approved,False
Delta LLC 628,technology,services,106317.0,11247.64,94,19,73,87,3.98,1,approved,False
Delta Group 629,manufacturing,consulting,65558.39,3924.39,53,14,84,5,7.32,1,pending,False
Alpha Inc 630,services,supplies,21920.03,3382.94,109,9,68,99,-13.22,1,pending,False
Prime Holdings 631,services,services,52265.95,6101.04,109,8,3,11,10.46,1,approved,False
Vertex Solutions 632,services,supplies,180777.67,4247.14,111,3,69,197,-7.71,1,approved,False
Nexus Solutions 633,technology,supplies,228953.87,8256.74,60,8,18,128,10.43,1,approved,False
Zen LLC 634,retail,services,106284.93,6899.35,36,11,79,47,-27.59,1,pending,False
Nexus Tech 635,technology,services,23103.17,4550.07,6,10,88,160,5.02,1,approved,False
Prime Corp 636,technology,consulting,88653.03,19961.92,101,14,7,3,-6.18,1,approved,False
Alpha Group 637,healthcare,maintenance,118265.66,17207.35,104,7,8,109,17.25,1,approved,False
Core Group 638,healthcare,equipment,106998.1,4737.88,64,5,62,22,-0.66,1,approved,False
Nexus Group 639,healthcare,consulting,112191.6,16034.02,9,22,12,10,18.74,1,approved,False
Peak Solutions 640,services,maintenance,80066.31,17357.52,98,10,87,48,7.61,1,approved,False
Nexus Holdings 641,healthcare,maintenance,56504.19,10870.27,36,7,48,58,-1.91,1,approved,False
Prime Corp 642,services,services,36801.95,3200.02,66,16,51,145,11.82,1,approved,False
Core Inc 643,technology,maintenance,13116.83,636.1,79,14,77,178,11.91,1,pending,False
Nova Group 644,technology,services,78567.5,17847.14,18,14,19,155,7.08,1,approved,False
Beta Holdings 645,manufacturing,services,69483.34,15039.0,8,6,50,147,-34.38,1,approved,False
Delta Group 646,services,equipment,93532.17,3026.19,10,18,89,113,-14.74,0,rejected,False
Omega LLC 647,technology,consulting,20536.62,4301.3,115,5,1,74,20.76,1,approved,True
Nova Corp 648,manufacturing,services,100309.27,4248.99,114,21,15,51,-18.84,1,approved,False
Gamma Solutions 649,healthcare,supplies,309785.71,10704.72,51,11,13,189,13.24,1,approved,False
Beta Group 650,technology,supplies,63752.27,12398.43,51,10,30,104,10.6,1,approved,True
Beta Group 651,retail,supplies,56992.09,8169.9,49,10,11,112,-10.89,0,pending,False
Peak Group 652,services,maintenance,76665.1,8843.02,42,11,15,2,-29.93,1,approved,False
Zen Inc 653,healthcare,supplies,304330.52,69353.37,65,16,76,91,-8.53,1,approved,False
Prime Inc 654,technology,supplies,26399.01,5624.04,43,12,41,136,31.17,1,approved,False
Prime Corp 655,services,services,70443.45,2342.48,74,4,32,99,-12.95,1,approved,False
Delta Holdings 656,retail,services,31579.83,5106.46,46,14,37,122,-11.91,0,approved,False
Zen Inc 657,services,services,38653.64,7638.79,75,7,87,161,-14.96,1,pending,False
Delta LLC 658,retail,equipment,57545.3,8436.88,113,3,44,4,18.22,1,approved,False
Delta Tech 659,manufacturing,equipment,175933.01,43295.58,25,21,42,180,-3.64,1,approved,False
Peak LLC 660,retail,equipment,252910.89,44965.26,8,8,83,163,-9.39,1,approved,False
Apex Group 661,retail,maintenance,85691.91,3766.41,63,15,3,83,21.2,1,approved,False
Prime LLC 662,services,equipment,44299.3,2906.41,15,5,43,152,8.69,1,approved,False
Vertex LLC 663,technology,services,439850.9,92384.74,28,9,67,13,-13.79,1,rejected,False
Nova Corp 664,technology,supplies,42529.64,10600.68,94,10,46,61,-18.35,1,approved,False
Apex Solutions 665,retail,supplies,37914.59,1615.85,50,4,78,21,17.37,1,approved,False
Vertex Group 666,healthcare,maintenance,14473.08,623.44,66,24,79,127,0.25,1,approved,True
Beta Solutions 667,services,supplies,182932.64,35777.79,93,8,30,171,-23.24,1,approved,False
Core Tech 668,services,services,129909.91,4521.06,16,14,73,120,-26.75,1,approved,False
Prime Corp 669,retail,consulting,414258.08,14817.53,57,14,21,142,-16.74,1,approved,False
Nexus Holdings 670,retail,equipment,19700.15,4421.26,5,11,21,28,-18.59,1,approved,False
Flux Corp 671,technology,services,192247.07,39238.29,60,15,87,186,-30.69,1,pending,False
Apex Group 672,manufacturing,consulting,63329.62,14107.28,27,14,1,38,-16.49,1,approved,True
Delta Solutions 673,services,supplies,114105.66,19354.38,109,2,31,105,-13.79,1,approved,False
Gamma Corp 674,healthcare,maintenance,16022.97,1509.1,32,17,56,136,-6.94,1,approved,False
Delta Tech 675,manufacturing,maintenance,193777.42,44268.85,24,3,37,171,25.39,1,approved,False
Beta Holdings 676,retail,supplies,112331.93,9964.56,2,11,76,186,-4.0,0,rejected,False
Gamma LLC 677,services,equipment,58039.09,4838.57,16,9,22,119,-2.51,1,approved,False
Prime Corp 678,manufacturing,equipment,100316.97,22458.17,26,11,49,115,7.64,1,approved,False
Delta Holdings 679,technology,consulting,32454.8,5731.17,28,2,11,83,-3.56,1,approved,False
Alpha Group 680,retail,services,37663.55,8512.13,88,17,19,113,6.0,1,approved,False
Core Inc 681,technology,supplies,41325.88,2308.35,106,11,15,134,4.21,0,approved,False
Gamma Group 682,technology,services,13599.9,3250.76,102,2,66,129,1.84,1,approved,True
Zen Corp 683,technology,consulting,119301.22,19199.23,114,1,18,118,41.5,1,approved,False
Omega Tech 684,manufacturing,services,155324.99,26971.88,107,13,60,88,13.67,1,approved,False
Omega LLC 685,manufacturing,equipment,34163.9,7865.69,55,16,31,39,-16.23,1,approved,False
Zen Group 686,retail,consulting,79107.46,8509.84,47,14,50,10,5.55,0,rejected,False
Nova Solutions 687,retail,maintenance,48415.13,8981.12,78,18,78,84,-11.88,1,approved,False
Alpha Holdings 688,services,supplies,77856.23,13023.66,39,19,77,79,6.69,1,approved,False
Nova Tech 689,healthcare,services,36240.7,7291.02,72,21,1,121,-20.63,1,pending,False
Zen Tech 690,manufacturing,consulting,29532.89,6683.2,119,24,70,180,-16.62,1,approved,False
Beta Inc 691,retail,services,138920.89,24507.59,24,22,86,140,5.16,1,approved,False
Nexus LLC 692,services,services,56891.63,2022.9,92,20,60,160,14.97,1,approved,False
Flux Holdings 693,technology,maintenance,301850.51,18751.64,112,11,16,115,7.54,1,approved,True
Apex Corp 694,retail,maintenance,62133.96,14875.8,64,13,59,185,12.81,0,pending,False
Beta Solutions 695,services,consulting,28542.16,6929.74,43,15,57,187,5.61,1,approved,True
Beta Corp 696,manufacturing,maintenance,159779.93,38747.44,31,5,59,30,2.59,0,approved,False
Delta Tech 697,healthcare,services,99174.89,2822.9,20,17,38,127,-7.56,1,approved,False
Core Solutions 698,manufacturing,services,107097.86,11562.61,39,15,47,101,12.2,1,approved,False
Peak Group 699,healthcare,supplies,155201.65,30221.6,89,13,58,194,15.37,1,approved,False
Delta Group 700,retail,services,35516.87,6860.57,62,21,41,116,-0.95,0,approved,False
Prime Tech 701,technology,maintenance,54078.79,2150.12,27,17,69,3,-1.75,1,approved,True
Nexus Solutions 702,retail,services,52200.12,8361.54,65,23,63,41,23.87,1,approved,False
Flux Solutions 703,technology,equipment,21320.04,1126.98,97,24,27,25,-0.31,0,approved,False
Peak Solutions 704,services,maintenance,48490.73,6470.51,2,20,54,40,1.14,0,approved,False
Beta Corp 705,retail,consulting,174399.44,13102.23,3,8,68,19,7.26,1,approved,False
Apex Corp 706,manufacturing,supplies,72393.4,2333.03,115,5,44,156,-1.47,1,approved,False
Omega Inc 707,healthcare,equipment,20397.16,783.34,90,8,64,98,-12.31,1,approved,False
Vertex Holdings 708,healthcare,equipment,17245.88,3958.02,69,18,11,134,5.67,0,approved,False
Alpha Holdings 709,retail,consulting,226799.32,43379.58,108,21,34,199,-0.58,1,approved,False
Zen LLC 710,manufacturing,equipment,55700.52,13051.72,71,22,63,129,27.63,1,approved,False
Nexus Tech 711,services,supplies,35670.23,4569.27,62,17,80,95,11.83,1,approved,False
Vertex Corp 712,healthcare,consulting,48088.9,5532.98,26,17,58,53,-8.93,1,approved,False
Apex Solutions 713,services,maintenance,18364.12,1881.1,97,23,59,150,10.94,1,approved,False
Apex Group 714,services,equipment,186927.5,30235.64,92,17,30,101,4.62,1,pending,False
Omega LLC 715,healthcare,services,43719.86,4409.53,36,4,63,151,19.64,1,approved,False
Peak Corp 716,technology,equipment,178781.78,34262.25,88,13,32,4,-7.87,1,approved,False
Flux Solutions 717,manufacturing,maintenance,62400.05,12748.52,87,9,4,32,2.83,1,approved,False
Beta Solutions 718,technology,maintenance,187892.56,41607.73,12,16,22,25,-1.49,1,pending,False
Prime LLC 719,healthcare,equipment,73523.15,5576.31,20,16,55,136,0.88,1,approved,True
Apex Group 720,services,services,118490.27,16732.61,71,8,86,103,-13.28,1,approved,True
Gamma Holdings 721,manufacturing,equipment,106433.37,7598.52,75,8,44,63,8.64,1,approved,False
Core LLC 722,retail,maintenance,98580.9,2823.14,79,3,77,61,6.27,0,pending,False
Apex Holdings 723,technology,maintenance,79090.46,14457.72,45,8,70,121,19.28,1,pending,False
Prime Group 724,services,services,49697.97,7269.11,100,20,50,193,-0.15,1,approved,True
Vertex Tech 725,technology,supplies,277159.31,51691.12,54,16,72,199,-6.18,1,approved,False
Nova Solutions 726,technology,equipment,28982.59,1163.75,25,23,36,94,11.84,1,approved,False
Flux Corp 727,technology,services,60080.83,14958.39,14,23,39,134,-11.91,0,pending,False
Core Solutions 728,technology,maintenance,60591.43,15069.1,105,21,66,16,16.27,1,approved,False
Alpha LLC 729,manufacturing,services,82615.5,10488.03,85,5,57,189,16.24,0,pending,False
Flux Tech 730,manufacturing,consulting,42464.42,9307.93,55,9,47,3,18.86,1,approved,False
Vertex Holdings 731,retail,maintenance,77018.2,5854.98,25,2,38,68,5.65,1,approved,False
Alpha Corp 732,technology,consulting,52309.12,9919.91,12,3,87,145,-7.3,1,pending,False
Flux Solutions 733,technology,consulting,16889.34,3753.18,19,6,5,193,1.64,1,approved,True
Gamma Corp 734,retail,supplies,60333.44,12511.54,13,7,4,34,5.7,1,approved,True
Gamma Tech 735,technology,maintenance,24823.54,5131.23,63,1,43,132,-8.4,1,approved,True
Zen Tech 736,healthcare,equipment,14950.37,1891.16,24,21,3,37,20.0,1,approved,False
Beta Holdings 737,technology,services,66802.69,13934.89,16,13,30,10,8.7,1,pending,False
Nexus Group 738,retail,supplies,88460.08,15822.16,34,16,51,84,-13.38,0,pending,False
Zen Holdings 739,retail,supplies,91250.01,4604.82,84,16,36,115,28.24,1,approved,False
Alpha Group 740,retail,equipment,94252.87,4360.37,60,24,18,52,1.46,1,approved,False
Delta Corp 741,technology,supplies,12758.19,2520.28,19,4,25,194,-16.41,1,approved,True
Core Tech 742,technology,equipment,20154.57,3302.46,90,9,54,123,-12.45,1,approved,False
Alpha LLC 743,services,equipment,290342.68,40490.18,59,8,85,87,22.32,0,rejected,True
Peak LLC 744,technology,supplies,25906.08,5923.95,23,14,70,97,27.37,1,pending,False
Beta Inc 745,manufacturing,consulting,97603.91,16759.16,83,13,49,92,15.14,1,approved,False
Alpha Tech 746,manufacturing,supplies,34559.92,3840.08,119,19,12,22,19.79,1,approved,False
Apex Tech 747,retail,consulting,63814.66,7351.72,65,14,21,121,18.25,1,approved,True
Peak LLC 748,retail,supplies,36076.49,5743.6,20,6,39,156,8.35,1,approved,False
Vertex Inc 749,healthcare,maintenance,93829.34,18283.9,37,14,22,84,4.94,1,approved,False
Gamma Solutions 750,services,supplies,66797.39,10006.33,72,24,61,85,8.1,1,approved,True
Prime LLC 751,retail,services,41829.96,5731.33,119,14,32,182,11.04,1,approved,False
Core Tech 752,retail,services,25844.74,4837.8,111,15,75,122,-11.12,0,rejected,False
Delta Tech 753,technology,maintenance,74177.74,13515.99,112,5,24,59,10.98,1,approved,False
Nexus Solutions 754,manufacturing,maintenance,22693.3,4787.83,100,1,44,0,21.88,1,approved,False
Gamma Corp 755,healthcare,supplies,84287.16,2898.38,69,6,64,164,-3.1,1,approved,False
Beta Holdings 756,technology,consulting,489523.59,94790.85,78,1,18,125,-4.7,1,approved,False
Nova Tech 757,retail,equipment,176334.15,24363.19,88,11,68,125,7.15,1,approved,False
Alpha LLC 758,services,services,106369.94,3954.77,86,22,52,56,-9.74,1,approved,False
Delta Tech 759,technology,equipment,55910.87,9849.95,77,11,58,37,-19.75,1,approved,False
Beta LLC 760,manufacturing,consulting,12695.44,2346.17,16,16,40,98,17.22,1,approved,True
Nexus Tech 761,healthcare,maintenance,20788.83,2919.46,105,21,84,151,-6.76,1,rejected,False
Nexus Holdings 762,technology,maintenance,167081.05,33846.24,2,19,69,59,0.28,0,rejected,False
Gamma Corp 763,technology,services,31830.97,2834.77,51,16,17,105,-9.15,0,pending,False
Nova Group 764,technology,supplies,34221.12,2273.61,52,19,50,199,19.15,1,approved,False
Prime Corp 765,services,equipment,52442.87,5279.36,119,7,81,43,12.8,1,pending,False
Peak LLC 766,technology,services,25600.39,2926.42,11,11,25,46,-3.61,0,pending,False
Beta Tech 767,technology,equipment,22439.66,4040.59,57,10,48,47,-17.7,1,approved,False
Omega Inc 768,technology,services,57504.63,12332.99,43,20,67,182,-5.2,1,approved,False
Apex Tech 769,technology,services,29342.04,5452.08,12,10,24,105,8.55,1,approved,False
Flux Corp 770,manufacturing,services,33096.58,1986.36,27,23,46,183,2.83,1,approved,False
Peak Holdings 771,technology,supplies,32049.83,3340.55,51,5,49,189,1.64,1,approved,True
Nexus Tech 772,manufacturing,consulting,90933.9,5131.87,110,5,15,84,3.18,1,approved,False
Zen Holdings 773,manufacturing,services,49726.81,8848.71,47,18,15,10,11.38,1,approved,False
Omega Tech 774,services,maintenance,51903.55,4000.7,105,19,50,60,-0.63,0,approved,False
Vertex Tech 775,technology,supplies,96524.94,13594.48,88,17,16,108,6.75,1,approved,False
Vertex Holdings 776,services,services,53442.86,10801.92,98,8,85,76,-14.8,1,rejected,False
Vertex Solutions 777,manufacturing,supplies,47925.21,8354.13,102,1,47,0,38.31,1,approved,True
Delta Corp 778,technology,consulting,87234.95,7731.29,85,8,63,197,-4.26,1,approved,True
Vertex LLC 779,healthcare,services,102186.85,9867.1,88,12,35,60,3.05,0,approved,False
Nexus LLC 780,services,services,53228.07,9063.35,19,10,26,123,8.5,1,approved,False
Nova Solutions 781,retail,maintenance,63862.41,9348.03,86,23,43,189,-6.16,1,approved,False
Prime Holdings 782,services,equipment,32034.47,1350.91,6,21,63,108,0.12,1,approved,True
Omega Holdings 783,manufacturing,supplies,30075.12,6647.15,88,19,35,138,-0.06,1,approved,False
Apex Tech 784,manufacturing,consulting,110781.82,15276.93,78,1,25,7,-13.71,1,approved,False
Apex Corp 785,services,maintenance,85472.81,11015.14,91,4,12,139,6.58,1,approved,False
Zen Tech 786,retail,supplies,86183.91,5657.2,77,11,48,169,-24.74,1,rejected,False
Nexus Corp 787,services,equipment,74958.02,7998.66,44,15,61,183,26.29,0,pending,False
Vertex LLC 788,retail,services,62128.66,5998.5,44,17,47,16,11.89,1,rejected,False
Flux Holdings 789,healthcare,supplies,104519.56,8598.74,71,8,22,45,9.59,1,approved,False
Vertex LLC 790,manufacturing,equipment,126511.31,19040.4,57,3,22,9,-26.05,1,approved,False
Core Holdings 791,technology,services,124117.3,15678.91,41,8,33,183,-11.89,1,approved,False
Gamma Solutions 792,retail,maintenance,55236.41,12401.43,59,20,31,54,20.84,0,approved,False
Gamma Solutions 793,retail,maintenance,181605.89,42951.45,64,24,18,106,62.27,1,approved,False
Beta Inc 794,technology,supplies,71881.09,5066.1,29,23,84,95,17.92,1,approved,False
Apex Inc 795,technology,supplies,99300.01,4272.31,76,15,29,137,15.55,1,approved,False
Beta Corp 796,retail,services,75032.03,15053.5,38,3,22,179,7.87,1,approved,False
Omega Group 797,technology,equipment,72955.53,18152.66,32,24,54,64,-12.71,1,approved,False
Alpha Corp 798,technology,services,33236.32,7266.39,50,4,72,158,14.93,1,pending,False
Core LLC 799,healthcare,supplies,104933.35,2670.6,13,7,41,58,-16.52,1,approved,False
Zen Solutions 800,healthcare,equipment,500000.0,38895.31,72,24,60,39,-18.16,1,approved,True
Alpha Tech 801,healthcare,consulting,44363.13,1329.51,88,13,8,21,-19.1,1,approved,False
Peak Solutions 802,retail,equipment,63373.16,13231.0,114,5,47,74,14.64,0,pending,False
Apex Corp 803,services,supplies,41899.78,6440.98,34,13,5,112,-0.86,1,approved,True
Nexus Group 804,manufacturing,consulting,40521.34,5598.24,65,2,12,156,1.51,1,approved,False
Alpha Inc 805,technology,consulting,205985.2,30387.65,60,8,53,169,-0.23,1,approved,False
Gamma LLC 806,technology,consulting,34948.23,2728.19,88,23,18,105,-16.89,1,approved,False
Apex LLC 807,healthcare,equipment,40975.75,6489.61,75,8,3,81,-10.06,1,rejected,False
Nexus Tech 808,technology,maintenance,16814.65,500.0,97,22,16,34,-9.31,1,approved,False
Peak Holdings 809,manufacturing,supplies,32660.14,5505.93,102,14,69,182,-21.08,0,rejected,False
Nexus Inc 810,services,maintenance,15264.42,2883.75,14,16,52,79,-7.56,1,approved,False
Prime Holdings 811,technology,supplies,99254.62,17349.31,43,17,34,152,-16.22,0,pending,False
Delta Tech 812,technology,supplies,500000.0,48193.51,78,14,87,125,8.67,1,approved,False
Delta Corp 813,services,equipment,44652.12,9378.75,65,1,34,186,9.91,1,approved,False
Omega Solutions 814,manufacturing,equipment,15781.5,2912.87,58,23,78,194,-19.4,0,rejected,False
Nova Inc 815,technology,consulting,123007.39,6089.9,21,12,31,141,-4.45,1,approved,False
Nexus Inc 816,services,supplies,33471.85,2171.76,69,16,2,132,27.84,1,approved,False
Gamma Tech 817,services,maintenance,169308.46,28195.77,89,14,9,27,-14.71,1,approved,False
Omega Corp 818,manufacturing,supplies,47780.69,4136.17,5,16,24,3,6.4,1,approved,False
Apex Solutions 819,manufacturing,equipment,36118.03,1714.51,71,9,16,109,1.58,1,approved,False
Zen Corp 820,retail,maintenance,51929.07,2889.48,108,21,14,141,16.39,1,approved,False
Delta Holdings 821,technology,equipment,109778.66,6377.26,69,6,34,149,4.43,1,approved,False
Peak Holdings 822,manufacturing,consulting,49914.33,6483.47,114,16,87,50,-6.47,1,approved,False
Omega Tech 823,retail,maintenance,40240.14,6426.3,42,14,18,100,1.0,1,approved,False
Beta Solutions 824,healthcare,maintenance,51069.09,3093.38,1,13,21,172,1.22,1,approved,False
Vertex Holdings 825,services,equipment,21644.7,3979.9,82,1,89,19,-1.38,1,approved,True
Apex LLC 826,technology,equipment,82258.77,6961.8,26,10,18,76,-19.79,1,approved,False
Apex Inc 827,manufacturing,services,14337.28,1314.13,2,2,74,188,18.65,1,rejected,False
Delta Holdings 828,technology,equipment,41969.68,2996.83,22,13,55,39,16.0,1,approved,False
Prime Group 829,services,maintenance,109920.01,22049.67,112,17,83,63,-15.66,1,pending,False
Apex Corp 830,retail,equipment,76300.79,18369.96,93,13,50,93,-4.51,1,approved,False
Nexus Tech 831,manufacturing,supplies,96014.69,12796.35,33,19,53,137,-3.38,1,approved,False
Delta LLC 832,manufacturing,services,56838.17,1686.22,72,9,20,51,-17.35,1,approved,False
Core Corp 833,retail,supplies,152633.81,12200.16,41,8,51,158,-28.0,1,approved,False
Beta Tech 834,healthcare,supplies,125462.14,7069.99,22,11,60,47,-10.06,1,approved,False
Gamma Holdings 835,healthcare,maintenance,85554.84,18294.65,118,6,88,73,-5.35,1,approved,False
Nexus Solutions 836,manufacturing,equipment,125748.18,4969.12,97,20,8,114,-21.62,1,pending,False
Delta Inc 837,healthcare,services,109134.77,26442.21,44,20,14,2,2.65,1,approved,False
Zen LLC 838,services,services,42126.37,6544.68,43,10,1,153,17.44,1,approved,True
Vertex Holdings 839,retail,maintenance,20432.48,2841.75,98,20,71,133,12.63,1,pending,False
Alpha Inc 840,manufacturing,maintenance,83808.5,18009.66,55,1,7,166,-1.9,1,approved,False
Zen Holdings 841,technology,consulting,92676.61,2440.73,45,4,82,54,-27.61,1,approved,False
Zen Inc 842,healthcare,services,143254.43,28471.12,47,7,32,79,10.74,0,approved,False
Delta Inc 843,manufacturing,services,28309.22,1325.41,54,10,25,179,2.2,1,approved,False
Peak Corp 844,retail,services,28994.32,6186.78,63,6,87,13,6.37,1,approved,False
Flux Inc 845,technology,consulting,86501.78,12258.21,5,13,64,98,29.04,0,rejected,False
Apex Inc 846,services,consulting,56560.52,1926.44,58,20,49,96,-12.37,1,approved,False
Nova Solutions 847,retail,maintenance,13245.2,2803.3,53,11,80,89,-43.12,1,pending,False
Gamma Group 848,healthcare,services,80828.63,2124.36,33,11,67,86,-15.8,1,approved,False
Alpha Inc 849,technology,services,13603.22,704.99,43,2,57,149,7.29,1,approved,False
Peak Group 850,services,maintenance,28107.59,5719.88,51,7,28,39,0.4,1,approved,False
Core Inc 851,technology,maintenance,176547.47,22407.47,44,20,88,178,-18.23,1,pending,False
Gamma LLC 852,technology,consulting,257790.68,57414.99,109,20,64,179,-21.3,1,approved,False
Beta Tech 853,services,services,22640.03,3761.61,63,3,85,35,-5.32,1,rejected,False
Delta Solutions 854,services,services,46004.14,7517.61,60,1,86,194,-18.69,1,pending,False
Gamma Holdings 855,technology,services,61950.94,5402.99,32,20,49,52,7.81,1,approved,False
Gamma Inc 856,manufacturing,consulting,248943.57,12633.02,110,5,32,10,-6.17,1,pending,False
Nova Corp 857,healthcare,maintenance,40364.45,9730.64,3,14,85,79,-9.41,0,pending,False
Beta Solutions 858,services,consulting,40883.95,1803.12,66,20,89,159,-11.37,1,pending,True
Omega Group 859,retail,supplies,206691.05,29282.43,21,19,10,168,3.95,1,approved,False
Peak Holdings 860,manufacturing,consulting,44363.34,3668.44,92,14,57,129,0.64,1,approved,False
Core Tech 861,healthcare,services,106698.39,8616.15,46,10,54,162,3.03,1,pending,False
Core LLC 862,healthcare,maintenance,18366.54,2879.04,35,19,67,52,2.7,1,approved,False
Delta Solutions 863,healthcare,maintenance,52209.19,10625.87,7,17,87,175,-1.08,1,rejected,False
Nova Group 864,manufacturing,consulting,15872.17,3154.61,95,21,22,127,-15.5,1,approved,True
Flux Inc 865,technology,maintenance,25736.18,5657.44,48,13,87,26,-10.96,1,approved,False
Delta Corp 866,services,equipment,117167.65,10236.66,32,23,57,25,-5.92,1,approved,False
Beta Holdings 867,services,equipment,57530.8,7313.48,101,19,7,53,30.98,1,approved,False
Prime LLC 868,healthcare,supplies,46384.26,1027.27,3,2,45,13,-20.23,1,approved,False
Gamma Holdings 869,technology,maintenance,32892.51,6308.04,56,8,12,56,-6.28,1,rejected,True
Beta Holdings 870,technology,consulting,50185.18,4493.53,20,20,86,198,1.47,0,pending,False
Nexus Group 871,healthcare,services,76182.76,11362.17,16,3,68,48,-4.55,1,approved,False
Apex Group 872,technology,maintenance,131443.58,7747.16,3,18,81,127,16.11,0,rejected,False
Beta Holdings 873,services,services,10000.0,2084.62,23,9,54,195,-4.63,1,approved,False
Nova Group 874,retail,equipment,30779.1,6401.21,113,5,35,50,-3.52,1,approved,False
Alpha Tech 875,healthcare,services,68000.95,15083.57,54,13,38,139,12.22,1,approved,False
Omega Corp 876,services,consulting,55321.09,1690.92,119,23,85,90,27.16,1,approved,False
Zen Tech 877,retail,equipment,82677.35,20525.93,32,22,13,57,21.11,1,approved,False
Prime Corp 878,retail,equipment,74163.86,5709.82,91,10,79,190,-2.05,1,approved,False
Vertex Inc 879,manufacturing,consulting,46915.61,4277.28,11,1,37,131,-0.74,1,approved,False
Delta Holdings 880,manufacturing,consulting,39281.83,3038.34,13,22,53,87,0.7,1,approved,True
Omega Corp 881,retail,supplies,49197.54,4011.2,2,22,60,162,2.2,1,approved,False
Peak Inc 882,manufacturing,maintenance,150090.52,22080.13,107,15,7,180,-12.71,1,approved,False
Nexus Inc 883,services,equipment,33336.02,2505.42,80,16,13,156,14.05,1,approved,True
Nexus Solutions 884,manufacturing,services,56940.07,6295.72,89,13,14,173,3.1,0,pending,False
Delta Holdings 885,technology,services,69332.83,11841.32,111,1,70,64,-0.67,1,approved,False
Vertex Corp 886,retail,supplies,208622.31,44287.6,40,4,6,68,-19.07,1,approved,False
Flux Group 887,retail,consulting,47087.05,8444.15,86,4,54,46,0.93,1,approved,False
Vertex Inc 888,technology,equipment,128932.63,20203.0,60,22,9,139,-28.4,1,approved,False
Zen Tech 889,technology,supplies,160425.27,8659.37,65,2,69,160,-8.72,0,rejected,False
Omega Corp 890,healthcare,equipment,56896.93,11817.87,79,14,87,132,-8.45,1,approved,False
Nova Holdings 891,retail,maintenance,50585.73,1445.4,56,9,37,119,4.3,1,approved,False
Core Group 892,services,equipment,46016.58,3716.49,3,1,19,154,28.2,1,pending,False
Vertex Holdings 893,technology,services,48792.97,1616.2,9,23,40,36,8.58,1,approved,False
Core Tech 894,technology,services,118585.78,20575.66,60,1,62,73,21.73,1,rejected,False
