companyName,industry,totalTransactions,transactionVolume,dataQuality,numSources,daysSinceLastRecon,automationLevel,numAccounts,prevErrorRate,matchedTransactions,unmatchedTransactions,reconciliationStatus
Company 681,technology,175,41325.88,49.35,7,38,16.54,41,2.53,133,42,failed
Company 682,technology,101,13599.9,97.14,7,6,60.13,43,0.69,96,5,successful
Company 683,technology,354,119301.22,76.76,7,1,12.06,27,13.76,295,59,failed
Company 684,manufacturing,53,155324.99,80.08,7,49,25.34,34,4.09,48,5,partial
Company 685,manufacturing,268,34163.9,94.84,4,60,62.89,45,1.47,247,21,partial
Company 686,retail,369,79107.46,62.85,4,49,66.06,42,1.65,340,29,partial
Company 687,retail,475,48415.13,83.17,5,65,53.39,15,2.8,426,49,partial
Company 688,services,158,77856.23,78.42,3,68,42.62,36,2.0,142,16,partial
Company 689,healthcare,23,36240.7,87.27,5,78,58.98,23,2.22,20,3,partial
Company 690,manufacturing,367,29532.89,93.82,7,88,64.69,9,3.11,334,33,partial
Company 691,retail,20,138920.89,80.8,3,79,78.3,20,1.45,19,1,successful
Company 692,services,51,56891.63,44.06,6,71,77.38,48,7.88,43,8,partial
Company 693,technology,495,301850.51,50.99,7,39,66.51,48,0.63,427,68,partial
Company 694,retail,434,62133.96,97.24,5,45,86.01,39,0.1,410,24,partial
Company 695,services,359,28542.16,98.12,4,55,81.23,49,0.1,338,21,failed
Company 696,manufacturing,421,159779.93,98.04,3,16,21.33,29,0.94,396,25,partial
Company 697,healthcare,56,99174.89,42.21,3,61,91.32,38,6.53,49,7,partial
Company 698,manufacturing,62,107097.86,62.95,3,53,85.8,10,0.35,54,8,partial
Company 699,healthcare,164,155201.65,85.58,6,47,37.28,17,2.65,140,24,partial
Company 700,retail,31,35516.87,85.17,5,75,11.72,11,0.53,25,6,partial
Company 701,technology,446,54078.79,45.15,3,62,61.34,47,3.89,373,73,partial
Company 702,retail,47,52200.12,76.57,5,83,47.27,31,0.48,39,8,successful
Company 703,technology,281,21320.04,48.57,6,87,73.71,46,0.1,238,43,partial
Company 704,services,429,48490.73,69.59,2,74,54.59,22,1.05,372,57,partial
Company 705,retail,372,174399.44,54.38,2,27,16.5,21,0.16,295,77,failed
Company 706,manufacturing,132,72393.4,43.19,7,17,30.8,34,1.11,113,19,partial
Company 707,healthcare,245,20397.16,44.8,6,27,85.01,29,5.55,198,47,partial
Company 708,healthcare,283,17245.88,94.65,5,64,13.2,20,0.1,259,24,partial
Company 709,retail,388,226799.32,84.68,7,77,72.62,17,5.16,350,38,partial
Company 710,manufacturing,224,55700.52,95.91,5,79,34.82,27,4.2,182,42,partial
Company 711,services,156,35670.23,68.2,5,61,48.47,6,7.65,138,18,partial
Company 712,healthcare,401,48088.9,64.8,3,61,55.14,11,6.28,349,52,partial
Company 713,services,445,18364.12,61.5,6,85,31.26,5,1.37,353,92,failed
Company 714,services,254,186927.5,76.98,6,62,65.42,10,5.82,215,39,partial
Company 715,healthcare,33,43719.86,61.09,3,13,68.94,12,6.72,27,6,partial
Company 716,technology,260,178781.78,84.78,6,45,17.23,6,3.81,241,19,partial
Company 717,manufacturing,446,62400.05,88.08,6,32,41.78,5,0.19,389,57,partial
Company 718,technology,494,187892.56,92.55,2,57,73.27,41,1.65,438,56,failed
Company 719,healthcare,212,73523.15,54.57,2,57,71.34,11,1.1,181,31,partial
Company 720,services,92,118490.27,71.62,5,27,56.29,29,7.04,76,16,partial
Company 721,manufacturing,294,106433.37,53.41,5,27,76.1,7,0.1,246,48,partial
Company 722,retail,418,98580.9,42.25,5,8,19.15,47,0.66,346,72,partial
Company 723,technology,473,79090.46,82.47,4,27,20.05,14,5.4,414,59,partial
Company 724,services,44,49697.97,72.94,7,74,65.89,38,2.72,38,6,partial
Company 725,technology,159,277159.31,83.44,4,59,68.93,33,0.3,144,15,partial
Company 726,technology,249,28982.59,45.26,3,84,79.23,39,3.01,201,48,partial
Company 727,technology,67,60080.83,99.73,2,83,25.39,32,4.09,58,9,partial
Company 728,technology,445,60591.43,99.66,7,77,53.93,26,6.45,391,54,partial
Company 729,manufacturing,73,82615.5,67.9,6,16,66.17,39,10.18,63,10,partial
Company 730,manufacturing,339,42464.42,91.96,4,30,29.01,41,0.25,297,42,partial
Company 731,retail,460,77018.2,54.61,3,6,53.94,20,1.97,384,76,partial
Company 732,technology,348,52309.12,84.25,2,9,64.27,47,3.64,332,16,successful
Company 733,technology,386,16889.34,92.75,2,21,28.23,49,2.21,356,30,partial
Company 734,retail,146,60333.44,88.88,2,25,41.92,36,5.01,127,19,partial
Company 735,technology,417,24823.54,88.71,5,2,28.39,46,16.25,352,65,failed
Company 736,healthcare,220,14950.37,67.78,3,76,86.75,7,17.49,187,33,failed
Company 737,technology,49,66802.69,89.2,2,47,30.13,28,3.21,46,3,partial
Company 738,retail,195,88460.08,81.44,3,59,20.27,33,3.81,159,36,partial
Company 739,retail,187,91250.01,47.95,6,59,12.99,46,7.34,142,45,failed
Company 740,retail,270,94252.87,46.85,4,87,13.82,8,0.1,206,64,failed
Company 741,technology,147,12758.19,86.32,2,14,26.28,40,0.6,130,17,partial
Company 742,technology,241,20154.57,77.53,6,31,61.7,6,0.64,213,28,partial
Company 743,services,225,290342.68,71.16,4,28,11.5,19,5.17,195,30,partial
Company 744,technology,176,25906.08,94.44,3,50,34.37,35,9.99,157,19,partial
Company 745,manufacturing,354,97603.91,79.58,6,47,14.94,16,1.92,308,46,partial
Company 746,manufacturing,166,34559.92,63.77,7,71,44.31,42,0.47,141,25,partial
Company 747,retail,387,63814.66,64.84,5,50,14.13,46,3.56,324,63,partial
Company 748,retail,140,36076.49,76.31,2,21,61.64,10,0.75,133,7,successful
Company 749,healthcare,435,93829.34,85.62,3,51,68.52,15,2.17,412,23,partial
Company 750,services,195,66797.39,73.86,5,86,72.16,6,0.41,184,11,partial
Company 751,retail,39,41829.96,70.53,7,52,29.07,36,2.24,34,5,partial
Company 752,retail,91,25844.74,83.61,7,53,83.82,44,2.29,82,9,partial
Company 753,technology,407,74177.74,82.32,7,16,68.67,31,2.79,385,22,partial
Company 754,manufacturing,438,22693.3,89.82,6,1,14.82,9,2.88,399,39,partial
Company 755,healthcare,121,84287.16,43.75,5,19,47.47,11,1.39,106,15,partial
Company 756,technology,309,489523.59,85.3,5,3,75.26,4,7.12,279,30,partial
Company 757,retail,295,176334.15,70.83,6,41,36.43,26,0.42,257,38,partial
Company 758,services,84,106369.94,44.48,6,79,42.43,36,0.26,64,20,failed
Company 759,technology,236,55910.87,80.74,5,40,63.52,10,1.99,216,20,partial
Company 760,manufacturing,353,12695.44,82.99,2,58,14.72,42,0.21,297,56,partial
Company 761,healthcare,484,20788.83,71.42,7,77,92.19,14,0.46,438,46,partial
Company 762,technology,426,167081.05,87.63,2,68,24.83,27,0.47,349,77,partial
Company 763,technology,66,31830.97,58.01,4,58,12.27,34,0.3,54,12,partial
Company 764,technology,134,34221.12,52.11,4,70,10.45,28,4.82,104,30,failed
Company 765,services,229,52442.87,61.04,7,25,43.96,25,1.1,196,33,partial
Company 766,technology,92,25600.39,64.6,2,38,85.16,18,9.24,86,6,partial
Company 767,technology,293,22439.66,81.76,4,36,79.68,23,2.72,266,27,partial
Company 768,technology,24,57504.63,90.73,4,72,87.52,14,6.88,22,2,successful
Company 769,technology,74,29342.04,83.26,2,37,55.37,16,2.89,67,7,partial
Company 770,manufacturing,42,33096.58,50.44,3,84,48.14,38,2.01,34,8,partial
Company 771,technology,161,32049.83,61.97,4,17,42.8,44,2.51,148,13,partial
Company 772,manufacturing,385,90933.9,49.5,7,16,13.95,42,1.05,310,75,partial
Company 773,manufacturing,105,49726.81,81.2,4,64,87.31,18,1.96,94,11,partial
Company 774,services,493,51903.55,54.89,7,69,52.17,18,0.39,433,60,partial
Company 775,technology,149,96524.94,71.52,6,61,48.68,5,2.26,126,23,failed
Company 776,services,41,53442.86,87.51,6,28,53.79,15,3.81,35,6,partial
Company 777,manufacturing,181,47925.21,80.26,7,1,77.5,30,3.21,165,16,partial
Company 778,technology,379,87234.95,57.9,6,29,29.08,15,1.12,299,80,failed
Company 779,healthcare,71,102186.85,59.97,6,42,70.34,37,0.45,58,13,partial
Company 780,services,54,53228.07,79.2,2,37,70.42,5,3.62,48,6,partial
Company 781,retail,427,63862.41,72.97,6,83,82.21,22,6.47,372,55,partial
Company 782,services,304,32034.47,45.78,2,77,10.74,16,0.34,242,62,successful
Company 783,manufacturing,184,30075.12,92.44,6,69,24.48,26,0.91,163,21,partial
Company 784,manufacturing,382,110781.82,70.76,5,2,50.04,4,1.81,346,36,partial
Company 785,services,425,85472.81,68.4,6,12,82.3,22,5.24,373,52,partial
Company 786,retail,192,86183.91,51.91,5,39,92.03,40,2.05,172,20,partial
Company 787,services,289,74958.02,62.62,4,56,60.56,43,3.04,258,31,partial
Company 788,retail,25,62128.66,59.97,4,61,28.03,15,0.52,21,4,partial
Company 789,healthcare,166,104519.56,56.24,5,27,25.69,23,0.66,139,27,partial
Company 790,manufacturing,305,126511.31,74.04,4,10,64.35,35,4.38,263,42,partial
Company 791,technology,114,124117.3,67.74,4,30,27.86,24,4.8,99,15,partial
Company 792,retail,495,55236.41,93.35,4,71,57.01,28,0.96,473,22,successful
Company 793,retail,486,181605.89,96.48,5,88,80.96,19,7.46,449,37,failed
Company 794,technology,143,71881.09,53.17,3,84,43.13,42,0.12,112,31,failed
Company 795,technology,210,99300.01,46.01,5,53,42.17,32,0.91,168,42,partial
Company 796,retail,110,75032.03,87.12,3,9,13.07,48,0.79,96,14,partial
Company 797,technology,261,72955.53,99.69,3,87,31.6,39,0.5,227,34,partial
Company 798,technology,79,33236.32,91.82,4,14,69.35,20,0.17,76,3,successful
Company 799,healthcare,207,104933.35,41.42,2,24,40.63,18,4.63,168,39,partial
Company 800,healthcare,286,500000.0,55.08,5,87,23.46,7,3.44,232,54,partial
Company 801,healthcare,313,44363.13,42.6,6,45,18.99,32,1.76,247,66,failed
Company 802,retail,306,63373.16,89.25,7,18,18.08,38,2.61,262,44,partial
Company 803,services,126,41899.78,74.88,3,45,66.03,19,1.77,110,16,partial
Company 804,manufacturing,400,40521.34,70.82,5,8,62.07,4,4.3,350,50,partial
Company 805,technology,352,205985.2,73.27,5,29,54.07,41,0.49,309,43,partial
Company 806,technology,381,34948.23,55.15,6,85,52.53,13,0.11,331,50,partial
Company 807,healthcare,244,40975.75,76.1,5,27,23.02,30,7.28,222,22,partial
Company 808,technology,448,16814.65,41.84,6,80,52.55,5,1.65,365,83,failed
Company 809,manufacturing,207,32660.14,78.76,7,49,15.09,5,9.08,173,34,partial
Company 810,services,406,15264.42,84.07,2,59,88.7,45,13.06,351,55,partial
Company 811,technology,117,99254.62,80.38,4,63,14.93,34,8.9,98,19,partial
Company 812,technology,138,500000.0,59.93,5,50,46.0,3,2.87,112,26,successful
Company 813,services,272,44652.12,89.58,5,4,10.05,7,0.26,254,18,partial
Company 814,manufacturing,286,15781.5,82.93,4,82,76.82,26,15.18,236,50,failed
Company 815,technology,378,123007.39,47.7,3,43,24.12,34,2.48,304,74,partial
Company 816,services,162,33471.85,51.71,5,59,88.62,22,1.08,135,27,partial
Company 817,services,438,169308.46,78.23,6,50,13.74,44,3.78,366,72,partial
Company 818,manufacturing,178,47780.69,57.36,2,59,79.77,33,1.11,157,21,successful
Company 819,manufacturing,276,36118.03,47.17,5,32,65.81,31,0.92,241,35,partial
Company 820,retail,467,51929.07,49.3,7,76,31.23,16,4.45,364,103,failed
Company 821,technology,278,109778.66,49.94,5,20,27.21,35,0.57,233,45,successful
Company 822,manufacturing,347,49914.33,68.67,7,59,40.4,44,3.22,285,62,partial
Company 823,retail,456,40240.14,76.44,4,52,80.41,5,2.45,414,42,partial
Company 824,healthcare,487,51069.09,50.58,2,45,83.27,37,3.12,431,56,partial
Company 825,services,259,21644.7,82.75,6,2,24.9,44,3.75,231,28,partial
Company 826,technology,220,82258.77,56.86,3,35,40.04,23,0.85,180,40,partial
Company 827,manufacturing,114,14337.28,58.69,2,5,30.19,38,5.33,94,20,failed
Company 828,technology,277,41969.68,53.41,3,45,20.42,19,4.63,229,48,partial
Company 829,services,460,109920.01,87.11,7,62,64.95,12,0.83,401,59,partial
Company 830,retail,253,76300.79,97.59,6,47,39.4,41,8.21,220,33,partial
Company 831,manufacturing,187,96014.69,69.55,3,68,29.16,17,7.85,156,31,partial
Company 832,manufacturing,71,56838.17,42.52,5,33,83.61,38,11.93,58,13,partial
Company 833,retail,207,152633.81,55.63,4,28,73.61,17,2.37,170,37,partial
Company 834,healthcare,133,125462.14,49.48,3,40,75.77,21,0.12,119,14,partial
Company 835,healthcare,488,85554.84,90.57,7,21,13.33,35,4.77,411,77,partial
Company 836,manufacturing,273,125748.18,45.09,6,72,87.79,19,5.27,225,48,partial
Company 837,healthcare,85,109134.77,97.99,4,73,58.85,40,0.79,76,9,partial
Company 838,services,52,42126.37,75.31,4,38,52.82,4,1.66,45,7,failed
Company 839,retail,428,20432.48,71.06,6,71,10.9,3,0.36,337,91,failed
Company 840,manufacturing,467,83808.5,90.84,4,3,86.3,6,1.28,460,7,successful
Company 841,technology,386,92676.61,41.65,4,14,56.23,15,3.94,320,66,partial
Company 842,healthcare,79,143254.43,86.63,4,26,80.14,5,5.12,76,3,partial
Company 843,manufacturing,67,28309.22,47.0,4,35,65.72,20,0.78,55,12,partial
Company 844,retail,115,28994.32,90.45,5,21,77.72,4,6.71,114,1,successful
Company 845,technology,380,86501.78,71.75,2,46,68.9,38,2.22,314,66,partial
Company 846,services,387,56560.52,43.67,4,71,88.28,10,5.17,302,85,failed
Company 847,retail,422,13245.2,89.99,4,41,29.17,48,1.32,395,27,partial
Company 848,healthcare,66,80828.63,41.64,3,40,27.18,43,0.36,53,13,partial
Company 849,technology,93,13603.22,48.3,4,6,70.57,35,4.68,81,12,partial
Company 850,services,452,28107.59,87.87,4,25,52.62,40,0.59,419,33,partial
Company 851,technology,465,176547.47,67.89,4,72,60.93,39,1.99,405,60,partial
Company 852,technology,368,257790.68,92.88,7,73,70.23,42,0.1,340,28,partial
Company 853,services,70,22640.03,78.13,5,10,56.53,29,0.77,61,9,partial
Company 854,services,52,46004.14,77.41,5,2,76.95,32,5.14,49,3,partial
Company 855,technology,46,61950.94,57.53,3,74,37.1,25,1.36,38,8,partial
Company 856,manufacturing,352,248943.57,48.02,7,16,83.01,32,4.85,319,33,partial
Company 857,healthcare,426,40364.45,97.67,2,52,19.15,20,4.86,397,29,partial
Company 858,services,323,40883.95,46.29,5,74,63.89,8,4.88,264,59,partial
Company 859,retail,145,206691.05,71.74,3,71,85.66,46,3.66,123,22,partial
Company 860,manufacturing,383,44363.34,56.35,6,50,31.48,35,0.61,333,50,partial
Company 861,healthcare,48,106698.39,55.85,4,34,37.78,36,2.29,38,10,failed
Company 862,healthcare,417,18366.54,75.68,3,69,35.96,16,3.63,356,61,failed
Company 863,healthcare,448,52209.19,87.88,2,62,57.96,39,6.41,395,53,partial
Company 864,manufacturing,364,15872.17,86.63,6,75,45.09,27,4.48,312,52,partial
Company 865,technology,442,25736.18,92.13,4,46,19.18,6,4.83,395,47,partial
Company 866,services,301,117167.65,57.57,3,84,85.76,47,4.14,257,44,successful
Company 867,services,244,57530.8,67.95,7,69,27.4,49,0.68,205,39,partial
Company 868,healthcare,174,46384.26,40.56,2,6,55.4,43,1.3,140,34,partial
Company 869,technology,462,32892.51,84.81,4,27,60.56,25,1.89,419,43,successful
Company 870,technology,354,50185.18,58.14,2,72,13.46,13,2.09,270,84,failed
Company 871,healthcare,111,76182.76,73.69,2,11,18.14,3,1.97,94,17,partial
Company 872,technology,479,131443.58,50.16,2,64,92.59,37,0.77,408,71,partial
Company 873,services,48,10000.0,89.16,3,31,66.48,44,5.54,47,1,partial
Company 874,retail,302,30779.1,89.04,7,19,12.85,7,1.21,263,39,partial
Company 875,healthcare,111,68000.95,92.65,4,49,77.51,35,0.92,97,14,partial
Company 876,services,338,55321.09,42.76,7,83,53.23,4,1.01,282,56,partial
Company 877,retail,218,82677.35,99.55,3,80,16.39,39,3.56,192,26,partial
Company 878,retail,229,74163.86,54.87,6,36,67.86,4,3.17,194,35,partial
Company 879,manufacturing,342,46915.61,58.57,2,1,52.44,48,1.66,292,50,partial
Company 880,manufacturing,382,39281.83,54.96,2,79,27.42,11,4.11,290,92,failed
Company 881,retail,202,49197.54,56.05,2,80,84.6,21,1.54,183,19,partial
Company 882,manufacturing,498,150090.52,73.16,7,54,34.77,35,6.7,420,78,partial
Company 883,services,259,33336.02,54.39,6,56,34.19,42,10.36,193,66,failed
Company 884,manufacturing,96,56940.07,63.63,6,47,33.19,20,1.03,81,15,partial
Company 885,technology,23,69332.83,79.34,7,2,75.23,49,3.51,22,1,successful
Company 886,retail,117,208622.31,90.16,3,15,70.02,3,6.44,110,7,partial
Company 887,retail,351,47087.05,81.56,6,13,86.77,25,1.94,320,31,partial
Company 888,technology,278,128932.63,75.66,5,82,29.49,49,4.6,222,56,failed
Company 889,technology,182,160425.27,48.86,5,5,76.84,15,1.31,153,29,partial
Company 890,healthcare,251,56896.93,88.97,5,50,58.71,28,2.1,239,12,successful
Company 891,retail,422,50585.73,42.24,4,33,36.24,23,0.35,337,85,failed
Company 892,services,294,46016.58,55.85,2,1,13.01,21,0.67,227,67,failed
Company 893,technology,47,48792.97,43.42,2,82,79.61,39,2.46,39,8,partial
Company 894,technology,43,118585.78,80.05,5,2,30.49,27,0.24,38,5,partial
Company 895,healthcare,251,72027.84,62.1,5,77,63.7,36,0.92,208,43,partial
Company 896,services,214,72274.87,79.12,6,70,56.65,27,1.79,180,34,partial
Company 897,retail,428,24338.66,60.82,5,71,10.38,49,5.31,322,106,partial
Company 898,technology,299,27612.06,67.34,3,15,94.52,25,0.18,285,14,successful
Company 899,technology,383,332620.49,67.48,4,79,79.22,40,0.1,336,47,failed
Company 900,manufacturing,300,51934.54,42.73,4,54,51.35,31,8.32,243,57,partial
Company 901,manufacturing,185,32214.84,65.81,7,36,67.83,40,2.92,163,22,partial
Company 902,retail,335,188128.28,78.46,5,61,50.51,44,1.74,295,40,partial
Company 903,technology,318,75015.26,72.76,5,31,73.29,13,1.74,281,37,partial
Company 904,manufacturing,365,95084.76,44.52,6,25,21.42,17,1.19,288,77,partial
Company 905,services,110,53613.83,80.08,4,26,47.94,17,0.62,102,8,partial
Company 906,healthcare,327,46400.32,58.53,7,51,38.52,25,5.04,282,45,partial
Company 907,manufacturing,157,52278.0,40.87,6,54,49.07,26,8.04,118,39,failed
Company 908,technology,399,19807.37,49.34,7,22,48.29,3,2.83,329,70,failed
Company 909,retail,403,55807.19,69.85,6,22,22.16,45,7.18,348,55,partial
Company 910,retail,319,75873.78,58.62,5,85,93.0,43,1.97,292,27,partial
Company 911,healthcare,474,263121.34,81.66,2,46,11.32,31,0.31,428,46,partial
Company 912,services,278,64138.45,54.44,5,77,10.86,17,5.55,207,71,failed
Company 913,services,32,10000.0,86.37,2,30,41.74,41,0.28,30,2,partial
Company 914,services,310,55537.38,57.19,5,26,62.73,15,3.56,266,44,partial
Company 915,services,393,500000.0,77.25,6,26,25.27,17,2.48,351,42,partial
Company 916,services,68,119741.79,87.95,5,48,55.32,49,0.93,63,5,partial
Company 917,technology,70,31297.35,63.13,3,70,71.44,46,1.82,57,13,partial
Company 918,technology,151,96075.08,42.81,2,45,18.0,30,12.17,117,34,failed
Company 919,retail,425,33070.25,72.13,6,27,93.68,10,3.11,403,22,partial
Company 920,manufacturing,273,20271.15,99.72,6,86,38.62,8,5.92,240,33,partial
Company 921,technology,488,45310.97,98.14,4,51,64.61,48,0.74,451,37,partial
Company 922,services,439,64422.69,53.26,6,36,19.41,15,3.84,331,108,failed
Company 923,manufacturing,286,13390.16,85.34,6,1,70.31,35,2.43,274,12,successful
Company 924,manufacturing,345,23877.04,60.7,5,51,81.44,19,0.43,304,41,partial
Company 925,technology,178,60371.26,49.62,2,56,18.95,26,1.48,135,43,failed
Company 926,retail,63,43194.2,79.95,7,83,20.7,49,9.38,51,12,partial
Company 927,technology,211,82112.79,70.05,4,21,33.89,30,2.31,182,29,partial
Company 928,services,304,22657.93,72.35,6,15,11.01,23,4.88,250,54,partial
Company 929,manufacturing,107,106010.24,89.64,7,89,93.81,22,0.72,99,8,partial
Company 930,healthcare,126,23225.19,60.19,4,49,60.86,13,5.0,100,26,failed
Company 931,retail,27,222835.13,80.03,5,3,61.65,29,2.7,26,1,successful
Company 932,retail,372,15174.83,61.97,2,10,91.51,29,6.37,335,37,successful
Company 933,retail,451,24983.14,42.56,7,43,80.72,7,1.27,364,87,failed
Company 934,healthcare,417,83608.18,62.68,2,55,79.21,22,1.94,332,85,failed
Company 935,healthcare,202,226700.85,97.0,5,22,38.86,33,5.91,190,12,partial
Company 936,technology,304,77036.49,69.0,4,33,38.46,5,3.67,264,40,partial
Company 937,services,481,93928.24,46.49,2,66,34.8,48,1.54,382,99,failed
Company 938,technology,303,60720.07,81.27,4,87,39.47,43,0.41,266,37,partial
Company 939,services,162,26340.98,97.8,7,44,41.41,32,0.42,152,10,partial
Company 940,technology,182,40452.73,94.48,3,37,21.9,3,12.71,160,22,partial
Company 941,retail,369,22707.99,74.32,3,33,40.26,27,1.88,317,52,partial
Company 942,services,234,21526.33,62.58,3,13,47.97,45,1.82,199,35,partial
Company 943,technology,421,82569.79,74.84,2,5,36.29,4,2.19,376,45,partial
Company 944,retail,434,24378.52,88.96,3,75,24.05,40,14.66,382,52,partial
Company 945,retail,37,77315.0,91.67,5,4,41.74,42,1.03,34,3,partial
Company 946,technology,367,21131.96,89.13,6,74,50.88,6,2.5,341,26,partial
Company 947,healthcare,197,75895.03,67.33,6,23,71.26,13,0.61,178,19,partial
Company 948,services,269,40499.87,47.13,6,62,70.46,37,0.94,226,43,partial
Company 949,services,147,184479.28,74.15,6,85,27.23,45,0.13,132,15,partial
Company 950,retail,196,77573.03,49.39,4,67,13.12,39,0.94,161,35,partial
Company 951,manufacturing,178,160914.16,43.66,7,65,35.82,27,2.06,149,29,partial
Company 952,technology,44,32711.52,69.92,3,24,23.36,31,0.85,36,8,partial
Company 953,technology,395,62624.68,79.32,6,54,43.64,27,2.91,369,26,failed
Company 954,technology,88,27313.33,91.25,2,58,93.24,30,0.1,83,5,partial
Company 955,services,200,43006.9,86.97,6,38,25.39,39,1.31,174,26,partial
Company 956,services,112,48548.41,91.43,2,4,37.1,5,0.43,95,17,partial
Company 957,healthcare,97,33500.43,85.6,3,82,71.63,12,0.89,88,9,partial
Company 958,manufacturing,199,22642.81,82.19,4,18,53.28,5,0.1,174,25,partial
Company 959,manufacturing,461,19325.6,40.61,6,87,13.73,40,1.39,349,112,failed
Company 960,manufacturing,473,10000.0,77.57,2,83,23.74,37,3.68,375,98,failed
Company 961,manufacturing,203,25717.39,47.23,3,2,89.5,5,1.43,190,13,partial
Company 962,retail,262,98912.92,43.52,4,66,18.77,7,0.45,206,56,failed
Company 963,technology,493,16667.25,49.38,6,57,63.98,15,4.56,440,53,partial
Company 964,technology,132,20040.32,89.4,7,21,77.35,14,3.16,120,12,partial
Company 965,services,473,250877.2,84.63,5,73,32.56,27,3.55,427,46,partial
Company 966,manufacturing,70,35983.05,96.93,5,10,71.63,26,0.17,63,7,partial
Company 967,services,128,77407.33,98.74,4,23,24.44,19,2.92,117,11,partial
Company 968,technology,182,100092.87,93.6,6,85,34.2,10,1.58,155,27,failed
Company 969,manufacturing,37,101724.24,47.98,2,67,36.5,33,3.48,29,8,failed
Company 970,technology,411,17714.67,92.7,2,10,94.7,40,8.39,389,22,partial
Company 971,retail,430,49769.23,90.32,3,13,28.24,33,3.39,374,56,partial
Company 972,technology,204,16406.26,92.27,3,23,20.98,40,1.26,174,30,failed
Company 973,technology,421,423815.83,49.1,4,7,88.68,45,0.36,366,55,partial
Company 974,services,390,16715.64,47.01,7,17,23.76,42,1.85,316,74,partial
Company 975,retail,404,25893.0,95.43,5,51,84.74,33,0.27,397,7,successful
Company 976,manufacturing,405,26043.39,50.43,4,1,65.29,5,2.18,353,52,partial
Company 977,manufacturing,295,18081.99,62.12,3,26,59.03,18,0.63,266,29,partial
Company 978,retail,73,176676.41,67.36,5,28,73.86,23,0.62,62,11,partial
Company 979,manufacturing,463,415799.45,47.47,3,87,71.71,36,0.54,372,91,partial
Company 980,technology,312,40921.08,41.24,7,87,19.39,42,5.05,239,73,failed
Company 981,services,452,20819.84,99.65,4,76,94.95,33,4.66,432,20,successful
Company 982,services,480,10001.19,92.6,5,31,90.06,20,2.2,446,34,partial
Company 983,healthcare,109,49252.38,94.74,7,47,86.21,40,2.32,106,3,successful
Company 984,manufacturing,213,46486.06,57.07,3,45,62.89,35,11.23,175,38,partial
Company 985,technology,112,35559.52,53.21,4,77,54.44,40,5.77,88,24,failed
Company 986,services,44,71474.8,65.55,5,67,55.58,30,6.96,38,6,partial
Company 987,retail,483,82136.56,67.2,3,81,11.27,33,2.94,385,98,failed
Company 988,technology,463,77533.6,40.34,2,50,52.45,19,0.1,366,97,failed
Company 989,retail,467,46495.0,86.76,3,82,63.02,21,4.09,405,62,failed
Company 990,healthcare,444,24802.57,99.8,2,67,65.99,15,1.74,397,47,partial
Company 991,manufacturing,331,101993.72,71.72,6,66,38.23,15,0.23,276,55,partial
Company 992,healthcare,270,60476.55,63.3,2,59,50.06,33,1.58,236,34,partial
Company 993,healthcare,495,121867.06,63.57,3,30,64.09,21,4.86,433,62,partial
Company 994,technology,285,112652.2,45.76,7,55,46.41,9,0.86,238,47,partial
Company 995,services,328,19198.56,55.97,5,32,91.78,4,0.39,295,33,partial
Company 996,retail,121,19008.13,70.13,6,58,69.96,43,0.39,104,17,partial
Company 997,manufacturing,378,32714.3,65.91,6,23,10.11,23,0.17,295,83,failed
Company 998,technology,413,25719.06,72.7,3,72,11.98,30,6.57,322,91,failed
Company 999,services,345,109557.13,90.94,5,51,68.68,45,4.31,309,36,partial
Company 1000,retail,259,79304.31,53.51,3,64,45.07,8,8.76,202,57,failed
Company 1001,technology,114,144256.35,41.66,5,20,81.36,47,4.48,100,14,partial
Company 1002,manufacturing,36,82222.93,42.29,6,71,24.71,36,3.34,29,7,partial
Company 1003,technology,321,70750.84,48.05,7,72,11.18,33,1.48,267,54,partial
Company 1004,technology,347,156339.28,74.23,7,13,42.99,23,1.36,298,49,partial
Company 1005,manufacturing,390,87184.5,88.49,2,32,72.57,36,2.33,381,9,successful
Company 1006,retail,476,63226.62,93.21,3,61,92.6,12,4.02,470,6,successful
Company 1007,services,258,195704.75,78.11,5,78,85.11,17,0.71,230,28,partial
Company 1008,retail,417,65653.4,64.19,3,66,51.15,48,3.05,355,62,partial
Company 1009,healthcare,363,46935.4,49.27,5,42,79.09,15,1.22,323,40,partial
Company 1010,manufacturing,153,30630.19,64.09,7,27,15.98,36,5.38,125,28,partial
Company 1011,healthcare,425,105074.02,59.94,3,81,58.64,46,1.51,352,73,partial
Company 1012,manufacturing,45,161077.43,92.2,7,78,88.57,30,1.64,41,4,partial
Company 1013,manufacturing,307,57499.42,69.2,7,80,43.69,16,3.41,234,73,failed
Company 1014,services,471,170473.05,53.57,7,28,91.61,42,2.78,415,56,partial
Company 1015,retail,336,12381.86,57.33,2,39,28.76,41,3.06,267,69,failed
Company 1016,technology,469,57276.02,48.19,3,22,18.98,28,0.36,361,108,failed
Company 1017,healthcare,46,57984.1,95.12,2,85,54.6,8,2.49,42,4,partial
Company 1018,services,275,33469.99,43.02,2,78,87.12,23,0.24,216,59,failed
Company 1019,technology,394,403160.02,40.77,2,16,36.46,23,0.82,328,66,partial
Company 1020,retail,328,56786.05,50.98,4,22,78.01,11,1.07,289,39,partial
Company 1021,services,442,43209.49,88.65,2,50,24.38,21,0.95,380,62,partial
